Genera	AM-AD-1-RITA	AM-AD-1-SMASH	AM-AD-2-RITA	AM-AD-2-SMASH	AM-F10-T1-RITA	AM-F10-T1-SMASH	AM-F10-T2-RITA	AM-F10-T2-SMASH	DA-AD-1-RITA	DA-AD-1-SMASH	DA-AD-1T-RITA	DA-AD-1T-SMASH	DA-AD-2-RITA	DA-AD-2-SMASH	DA-AD-3-RITA	DA-AD-3-SMASH	DA-AD-3T-RITA	DA-AD-3T-SMASH	DA-AD-4-RITA	DA-AD-4-SMASH	ES-AD-1-RITA	ES-AD-1-SMASH	ES-AD-2-RITA	ES-AD-2-SMASH	ES-AD-3-RITA	ES-AD-3-SMASH	ES-AD-4-RITA	ES-AD-4-SMASH	FR-AD-1-RITA	FR-AD-1-SMASH	FR-AD-2-RITA	FR-AD-2-SMASH	FR-AD-3-RITA	FR-AD-3-SMASH	FR-AD-4-RITA	FR-AD-4-SMASH	FR-AD-5-RITA	FR-AD-5-SMASH	FR-AD-6-RITA	FR-AD-6-SMASH	FR-AD-7-RITA	FR-AD-7-SMASH	FR-AD-8-RITA	FR-AD-8-SMASH	IT-AD-1-RITA	IT-AD-1-SMASH	IT-AD-2-RITA	IT-AD-2-SMASH	IT-AD-3-RITA	IT-AD-3-SMASH	IT-AD-4-RITA	IT-AD-4-SMASH	IT-AD-5-RITA	IT-AD-5-SMASH	IT-AD-6-RITA	IT-AD-6-SMASH	JP-AD-1-RITA	JP-AD-1-SMASH	JP-AD-2-RITA	JP-AD-2-SMASH	JP-AD-3-RITA	JP-AD-3-SMASH	JP-AD-4-RITA	JP-AD-4-SMASH	JP-AD-5-RITA	JP-AD-5-SMASH	JP-AD-6-RITA	JP-AD-6-SMASH	JP-AD-7-RITA	JP-AD-7-SMASH	JP-AD-8-RITA	JP-AD-8-SMASH	JP-AD-9-RITA	JP-AD-9-SMASH	JP-IN-1-RITA	JP-IN-1-SMASH	JP-IN-2-RITA	JP-IN-2-SMASH	JP-IN-3-RITA	JP-IN-3-SMASH	JP-IN-4-RITA	JP-IN-4-SMASH
Roseburia	0.00840962	0.00839634	0.010513296	0.04544398	0.007819378	0.05209823	0.00715439	0.01349262	0.009876658	0.00818179	0.010879255	0.00830782	0.003481373	0.00249954	0.003499472	0.00222968	0.004200129	0.00638452	0.018481465	0.01616933	0.001081724	0.00219302	0.0046457	0.00979963	0.003652625	0.00398082	0.010795657	0.00925633	0.011227521	0.02495221	0.005129652	0.01786918	0.011406122	0.00958342	0.012842907	0.01314055	0.00733945	0.02959587	0.014400216	0.05707284	0.029608919	0.04294726	0.012810262	0.04097388	0.009525285	0.00636065	0.003200443	0.00461188	0.011524192	0.01137918	0.004500458	0.02341555	0.004917519	0.00639642	0.00658422	0.00559451	0.003706696	0.01549525	0.005138567	0.03953973	0.007377152	0.0130577	0.007260129	0.02680453	0.007364214	0.00638873	0.004639227	0.00453819	0.009066037	0.2506211	0.004554923	0.04036311	0.023272145	0.05249463	0.000150551	0.00094675	0	0	0.00117124	0.00057441	0.000735505	0.00149543
Rothia	0	0	2.69E-05	0.00006981	0	0	0	0	1.26E-05	0	3.61E-06	0.00000376	1.34E-05	0.00001196	8.66E-06	0	5.54E-06	0.00000293	2.21E-05	0.00003792	4.47E-06	0	0	0	4.22E-06	0	1.31E-05	0	1.60E-05	0.0000232	0.000132208	0.00010043	0	0	8.32E-06	0.00002458	0	0	7.60E-05	0.000146	8.55E-06	0.00002453	0	0	3.44E-05	0.00005196	0	0.00002542	1.71E-05	0.00002576	0.00012834	0.00014696	4.23E-05	0.00009695	2.59E-05	0.0000482	0	0	7.48E-05	0.00008892	0.0018977	0.0025393	1.27E-05	0	0.000427275	0.0007331	2.53E-05	0.00008856	0	0	2.51E-05	0	1.23E-05	0	0.000100368	0.00022084	1.25E-05	0.00001355	0.000100752	0.00005659	0.001425042	0.00164959
Saccharopolyspora	0	0	0	0	0	0	0	0	0	0	1.20E-06	0	4.45E-06	0	8.66E-06	0.00000347	7.39E-06	0	4.43E-06	0	0	0	4.38E-06	0	4.22E-06	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	8.45E-06	0	1.71E-05	0	0	0	8.60E-06	0	8.65E-06	0	8.57E-06	0	0	0	2.54E-05	0	8.62E-06	0	1.28E-05	0	1.25E-05	0	2.51E-05	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30E-05	0
Salmonella	1.55E-05	0	5.38E-05	0	0	0	2.30E-06	0.00000327	1.68E-05	0	7.23E-06	0	0	0.00000207	1.30E-05	0.00000291	9.24E-06	0	0	0.00000599	8.94E-06	0	1.31E-05	0.00000607	1.27E-05	0	1.31E-05	0	1.60E-05	0	8.81E-06	0	8.63E-06	0	2.50E-05	0.00001153	0	0	5.91E-05	0.00004505	0	0	8.88E-06	0.0000077	4.30E-05	0.00002355	0.000371943	0.00021507	7.71E-05	0.00010504	1.71E-05	0	5.92E-05	0.00003878	1.72E-05	0.00000223	0	0	4.99E-05	0.00002517	0.000276486	0.00039815	5.09E-05	0.00007825	3.77E-05	0	3.79E-05	0.00004142	0	0.00001179	3.76E-05	0	2.46E-05	0	0.004968196	0.00876306	0	0	1.26E-05	0	0.000781474	0.00049657
Selenomonas	0.000853375	0	0.000268882	0.00001541	0.000136688	0.00001101	0.000114838	0.00000306	0.000429237	0	0.000292732	0.00000207	0.000333891	0	0.000554372	0.00001113	0.000312147	0.00000613	0.000451523	0	0.000125158	0	0.000398829	0	0.000890987	0.00006855	0.000269891	0	0.000271505	0	0.000308484	0	0.000198593	0	0.000382625	0	0.000431732	0	0.00043074	0	0.000410404	0	0.000364231	0	0.000912087	0	0.000337344	0	0.000145659	0	0.000479136	0.00002552	0.000575544	0	0.000456759	0	0.000141085	0	0.002020504	0	0.00184743	0	0.000152845	0	0.000754015	0	0.000202255	0	0.000160936	0	0.000326248	0	0.000431194	0	1.25E-05	0	3.76E-05	0	3.78E-05	0	0.001471011	0.00004638
Serratia	0	0	0	0	8.04E-06	0	2.30E-06	0	1.68E-05	0	9.64E-06	0	8.90E-06	0	8.66E-06	0	5.54E-06	0	8.85E-06	0	1.34E-05	0	1.75E-05	0	4.22E-06	0	2.18E-05	0	1.60E-05	0.0000148	0	0	0	0	0	0	1.54E-05	0	1.69E-05	0.00010965	8.55E-06	0	8.88E-06	0	8.60E-06	0	1.73E-05	0	5.14E-05	0	0	0	1.69E-05	0	8.62E-06	0	1.28E-05	0	3.74E-05	0.00001473	0.000113108	0.00002837	1.27E-05	0	1.26E-05	0	3.79E-05	0.0000278	0.00010729	0.00006187	3.76E-05	0.00004842	0	0	0.00210772	0.0005843	0	0.0000058	0	0	0.000160892	0.00030071
Shewanella	3.10E-05	0	2.69E-05	0	2.01E-05	0	2.07E-05	0	0.000168328	0	7.95E-05	0	4.45E-05	0	0.000121269	0	7.76E-05	0	7.97E-05	0	6.70E-05	0.00000366	4.82E-05	0	8.02E-05	0	5.66E-05	0	6.39E-05	0	6.17E-05	0	6.04E-05	0	9.15E-05	0	3.85E-05	0	5.07E-05	0.00003295	5.13E-05	0	3.55E-05	0.00001286	4.30E-05	0	4.32E-05	0.00007534	3.43E-05	0	0.000119784	0	4.23E-05	0	4.31E-05	0	2.57E-05	0	0.00011225	0	7.54E-05	0.00003218	1.27E-05	0.00001763	1.26E-05	0	2.53E-05	0	4.02E-05	0	6.27E-05	0	0	0	0.000163097	0.00016873	0	0	0	0	0.000551629	0
Shuttleworthia	0.000248254	0.00005918	0.000309215	0.00003636	9.65E-05	0	8.73E-05	0.00000361	8.84E-05	0	7.35E-05	0.00001665	0.000111297	0	0.000164579	0	0.000131139	0.00000612	0.000163788	0.00003285	2.23E-05	0.00007853	7.01E-05	0.00004027	7.18E-05	0.00000685	0.000108827	0.00000454	7.99E-05	0.00005652	0.000105766	0.00002615	6.04E-05	0	0.000199631	0	0.000231285	0.00004491	0.000194255	0	0.000265052	0.00007241	0.000186557	0	6.02E-05	0.00000675	0.000138398	0.00008325	0.000197068	0	1.71E-05	0	0.000135422	0	0.000103417	0	0.000102608	0	9.98E-05	0	8.80E-05	0	8.92E-05	0	0.00016337	0	0.000101128	0	5.36E-05	0	0.00012548	0	0.000184797	0	3.76E-05	0	0	0	3.78E-05	0	4.60E-05	0
Slackia	0.002094647	0.00028238	0.001021753	0.00006255	0.000148749	0	0.00025494	0.0000248	0.000408196	0.00004007	0.000180699	0.00001344	0.000739013	0.00005693	0.000749268	0.00006915	0.000267818	0.00001677	0.000296589	0.00001351	7.15E-05	0	0.000280495	0.0000092	0.000270252	0.00000939	0.000326482	0.00001245	0.001141917	0.00017905	0.000722734	0	0.00023313	0.00001981	0.000291128	0.00002638	0.000986817	0.00001539	0.000658778	0.00016007	0.000495905	0.00001752	0.000692927	0.00002625	0.000292556	0.00008385	0.000726587	0.00003338	0.000385568	0.00002776	0.000539028	0.00008186	0.001074914	0.00008383	0.000965226	0.00016133	0.000128259	0.00002984	0.000473945	0.00002536	0.000578107	0	0.000114634	0	0.000389574	0.0000451	0.000113769	0	6.71E-05	0	0.000200768	0	0.000110878	0	0	0	6.26E-05	0	0.00018891	0	3.45E-05	0
Sodalis	0	0	0	0	0	0	0	0	0	0	2.41E-06	0	0	0	0	0	1.85E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32E-06	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49E-05	0	5.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225827	0.00008775	0	0	0	0	0	0
Sphingobacterium	0	0	0	0	1.61E-05	0	1.61E-05	0	0.000126246	0	7.83E-05	0.00000082	8.01E-05	0	0.000108276	0.00000272	6.46E-05	0	6.64E-05	0	7.60E-05	0	0.00036815	0	0.000118235	0	0.000130593	0	3.19E-05	0	6.17E-05	0	0.000120882	0	0.000149723	0	6.94E-05	0	0.000152026	0.0000203	9.41E-05	0	6.22E-05	0	1.72E-05	0	5.19E-05	0	5.14E-05	0	0.000248124	0.00015284	8.46E-05	0	0.000129271	0	6.41E-05	0.00002707	8.73E-05	0.00001534	3.77E-05	0	1.27E-05	0	5.03E-05	0	0.000126409	0	0.000429162	0.00037507	0.000175672	0	6.16E-05	0	0	0	0	0	0	0	2.30E-05	0
Sphingobium	0	0	0	0	0	0	0	0	4.21E-06	0	4.82E-06	0.00000202	1.34E-05	0	4.33E-06	0	1.85E-06	0	1.33E-05	0	0	0	8.77E-06	0	8.45E-06	0	1.74E-05	0	0	0	1.76E-05	0	0	0	2.50E-05	0	0	0	0	0	8.55E-06	0	8.88E-06	0	0	0	2.59E-05	0	8.57E-06	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	9.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Stackebrandtia	3.10E-05	0	1.34E-05	0	0	0	2.30E-06	0	0	0.00000411	2.41E-06	0.00000041	4.45E-06	0	4.33E-06	0	9.24E-06	0	8.85E-06	0	0	0	0	0	0	0	8.71E-06	0	7.99E-06	0	1.76E-05	0	0	0	8.32E-06	0	7.71E-06	0	0	0	0	0	0	0	0	0	2.59E-05	0	8.57E-06	0	0	0	8.46E-06	0	8.62E-06	0	0	0	0	0	0	0	1.27E-05	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0
Staphylococcus	9.31E-05	0.00003033	6.72E-05	0	0.000116587	0.00002262	3.90E-05	0.00000785	4.21E-05	0	6.75E-05	0.00000629	0.000204787	0	3.90E-05	0	0.000118209	0.00000494	0.000216908	0	4.02E-05	0	3.51E-05	0	5.07E-05	0	5.22E-05	0	7.99E-05	0	9.70E-05	0	6.91E-05	0	0.000116451	0	0.000115643	0	0.000109796	0	5.99E-05	0	3.55E-05	0.00007242	3.44E-05	0.00001054	3.46E-05	0.00000722	3.43E-05	0	5.13E-05	0	0.000101567	0	3.45E-05	0	0.000102608	0.00005576	0.000124722	0.00001444	3.77E-05	0	7.64E-05	0	0.000289039	0.00030332	1.26E-05	0	2.68E-05	0	3.76E-05	0	0.000123198	0	0	0.0005199	0.000225389	0.00005072	0.000151128	0.00016138	0.000298799	0.00047294
Stenotrophomonas	0	0	1.34E-05	0	4.02E-06	0	0	0	4.21E-06	0	0	0	4.45E-06	0	1.30E-05	0	0	0.00000068	1.33E-05	0	4.47E-06	0	2.19E-05	0	4.22E-06	0	0	0	0	0	0	0	1.73E-05	0	0	0	0	0	8.45E-06	0	8.55E-06	0	0	0	8.60E-06	0	8.65E-06	0	0	0	0	0	8.46E-06	0	0	0	2.57E-05	0	1.25E-05	0	1.26E-05	0.00001701	6.37E-05	0.0000384	0	0.00000883	0	0	6.71E-05	0.00006884	8.78E-05	0.00009174	0	0	0.000163097	0.00002058	6.26E-05	0.0000063	3.78E-05	0.00003073	0.000264322	0.00021673
Streptobacillus	0	0	0	0	4.02E-06	0	2.30E-06	0.00000471	0	0	2.41E-06	0	0	0	8.66E-06	0.00005138	7.39E-06	0.00005987	2.21E-05	0	0	0	0	0	4.22E-06	0	0	0	0	0	0	0	0	0	4.16E-05	0	2.31E-05	0	8.45E-06	0	1.71E-05	0	0	0	0	0	1.73E-05	0	1.71E-05	0.000035	0	0	2.54E-05	0	0	0	0	0.00002841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23E-05	0	0	0	0	0	0	0	0	0
Streptococcus	0.000899922	0.00003535	0.006345621	0.00897181	0.000864353	0.00093296	0.001265512	0.00194011	0.00032824	0.00009541	0.000322848	0.00013102	0.000872569	0.00020572	0.000355144	0	0.000422968	0.0000776	0.000792379	0.00022021	0.002078519	0.00364222	0.000959819	0.00116403	0.001152794	0.00159819	0.001850062	0.00258593	0.000503082	0.00023384	0.000625782	0.0001184	0.000949791	0.00098646	0.000939928	0.0004922	0.000639889	0.00003012	0.010827611	0.01456284	0.00106876	0.00124293	0.000959437	0.00131552	0.000765809	0.00064815	0.000449792	0.00010587	0.000582636	0.00044381	0.027558887	0.04185805	0.001447325	0.00098054	0.000792864	0.00088458	0.00082086	0.00077432	0.001284642	0.00166855	0.004059319	0.00597102	0.00104444	0.00132236	0.003016061	0.00442693	0.001554836	0.00323627	0.002990719	0.00639396	0.000539564	0.00056375	0.000505113	0.00035939	0.000263465	0.00010794	0.000788861	0.00068801	0.002115789	0.00192389	0.001551457	0.00101581
Streptomyces	0.000155159	0	0.000134441	0	7.24E-05	0	6.20E-05	0	3.37E-05	0	1.93E-05	0	8.46E-05	0	0.000134262	0.00000305	5.17E-05	0	0.000106241	0	1.34E-05	0	2.19E-05	0	4.22E-05	0	0.00011318	0	5.59E-05	0	4.41E-05	0	3.45E-05	0	2.50E-05	0	0.000100224	0	6.76E-05	0	2.57E-05	0	4.44E-05	0	0.000137673	0	0.000172997	0	6.85E-05	0	4.28E-05	0	0.000101567	0	8.62E-05	0	1.28E-05	0	9.98E-05	0	0.000125676	0	3.82E-05	0	0.000125669	0	3.79E-05	0	0	0	6.27E-05	0	1.23E-05	0	0	0	0.001164509	0	0.000453383	0.00000315	2.30E-05	0
Subdoligranulum	0.011497285	0.00273856	0.001613294	0.00073319	0.012350196	0.00395948	0.021575711	0.00591211	0.004898351	0.00263982	0.002033461	0.00132548	0.002867013	0.00199408	0.036770438	0.00777291	0.008498149	0.00415587	0.006578074	0.00267676	0.000353125	0.00034208	0.006214719	0.0026944	0.005113675	0.00187032	0.012275707	0.00644963	0.027589676	0.00820862	0.003737066	0.00264418	0.002659414	0.00140032	0.012718138	0.00422087	0.01154884	0.00327884	0.007668854	0.00414118	0.014552232	0.00546116	0.01024288	0.00368108	0.005954378	0.00362128	0.019392954	0.00520344	0.022945566	0.00650212	0.007631955	0.00324237	0.007016564	0.00462379	0.020700651	0.00646474	0.016827632	0.00549311	0.005687346	0.00222814	0.018989569	0.0044739	0.006941702	0.00212653	0.008105663	0.0031863	0.008519998	0.00290493	0.001059493	0.00021084	0.023113409	0.00701326	0.007478132	0.00368731	0.000100368	0.00006152	0	0	0.000113346	0.00022799	0.000413722	0.00030839
Symbiobacterium	6.21E-05	0	2.69E-05	0	1.61E-05	0.0000079	9.19E-06	0.0000022	8.42E-06	0	8.43E-06	0.00000119	1.34E-05	0	0.000112607	0	3.14E-05	0.00000186	3.54E-05	0	4.47E-06	0	1.31E-05	0	0	0	8.71E-06	0	6.39E-05	0	1.76E-05	0.00001591	0	0	8.32E-06	0	2.31E-05	0	8.45E-06	0	8.55E-06	0	1.78E-05	0.00001553	8.60E-06	0	4.32E-05	0	8.57E-06	0	0	0	6.77E-05	0.00001024	1.72E-05	0	0	0	1.25E-05	0	1.26E-05	0	1.27E-05	0	1.26E-05	0	0	0	1.34E-05	0	2.51E-05	0	1.23E-05	0	0	0	0	0	2.52E-05	0	0	0
Syntrophomonas	4.65E-05	0	0.000107553	0	2.81E-05	0	4.59E-05	0	7.15E-05	0	7.47E-05	0	5.79E-05	0	4.33E-05	0	5.17E-05	0	8.85E-05	0	1.79E-05	0	4.82E-05	0	2.53E-05	0	6.96E-05	0	1.60E-05	0	4.41E-05	0	6.04E-05	0.00002135	0.000191313	0	5.40E-05	0	7.60E-05	0	7.70E-05	0	8.88E-05	0	7.74E-05	0	4.32E-05	0	6.00E-05	0	0.00017112	0	5.08E-05	0	6.89E-05	0	2.57E-05	0	8.73E-05	0	1.26E-05	0	0.000101897	0	5.03E-05	0	2.53E-05	0	0	0	0	0	1.23E-05	0	0	0	0	0	8.82E-05	0	0	0
Syntrophothermus	0	0	6.72E-05	0	1.21E-05	0	1.15E-05	0	4.21E-06	0	7.23E-06	0.00000265	2.67E-05	0	3.03E-05	0	1.85E-05	0	4.43E-06	0	0	0	1.31E-05	0	4.22E-06	0	0	0	3.19E-05	0	2.64E-05	0.00002359	1.73E-05	0	2.50E-05	0	3.08E-05	0	2.53E-05	0	1.71E-05	0	1.78E-05	0	8.60E-06	0	1.73E-05	0	8.57E-06	0	0	0	0	0	8.62E-06	0	1.28E-05	0	1.25E-05	0	1.26E-05	0	0	0	0	0	1.26E-05	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0
Syntrophus	3.10E-05	0	0	0	1.21E-05	0	2.30E-06	0	8.42E-06	0.00000884	1.20E-06	0	8.90E-06	0	3.03E-05	0	1.11E-05	0	3.10E-05	0	0	0	1.75E-05	0	1.27E-05	0	1.31E-05	0	0	0	8.81E-06	0	8.63E-06	0	0	0	0	0	5.07E-05	0	8.55E-06	0	1.78E-05	0	0	0	8.65E-06	0	8.57E-06	0	0	0	0	0	8.62E-06	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Thauera	0	0	0	0	4.02E-06	0	0	0	0	0	0	0.00000094	4.45E-06	0	1.73E-05	0	3.69E-06	0	1.77E-05	0	0	0	0	0	8.45E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69E-05	0.00002166	8.55E-06	0	8.88E-06	0	0	0	1.73E-05	0.00026334	8.57E-06	0	0	0	0	0	0	0	0	0	0	0.00001785	1.26E-05	0	0	0	3.77E-05	0.0000127	0	0	0	0	0	0.00000978	0	0	0	0.00009621	0	0	0	0	0	0
Thermincola	3.10E-05	0	0.000120997	0	8.04E-06	0	6.89E-06	0	1.26E-05	0	1.45E-05	0.00000086	1.78E-05	0	3.03E-05	0.00002292	2.77E-05	0.00000267	1.33E-05	0.00001147	8.94E-06	0	8.77E-06	0	3.38E-05	0	2.18E-05	0	1.60E-05	0	0	0	1.73E-05	0	3.33E-05	0	1.54E-05	0	8.45E-06	0	8.55E-06	0	8.88E-06	0	1.72E-05	0	3.46E-05	0	3.43E-05	0	1.71E-05	0	4.23E-05	0.0000441	2.59E-05	0	0	0	1.25E-05	0	0	0	0	0	0.000113102	0	1.26E-05	0	0	0	1.25E-05	0	1.23E-05	0	0	0	0	0	0	0	0	0
Thermoanaerobacter	0.000232739	0	0.000120997	0	6.43E-05	0.00000611	5.51E-05	0	9.26E-05	0.00001167	7.11E-05	0	0.000271565	0	0.000346482	0	0.000158844	0.00000279	0.000172641	0	1.34E-05	0	8.33E-05	0.00001209	3.38E-05	0	9.14E-05	0	0.000119782	0	0.000105766	0	5.18E-05	0	0.000158041	0.00002311	0.000185028	0	6.76E-05	0	9.41E-05	0	0.000195441	0	0.000180696	0.00002432	0.000268145	0.00002534	0.000154227	0.00002462	1.71E-05	0	0.000363947	0.00002305	0.000120653	0.0000382	5.13E-05	0	0.000274389	0	8.80E-05	0	0.000127371	0	0.000150803	0	6.32E-05	0.00004064	4.02E-05	0	0.000150576	0	3.70E-05	0	0.000125459	0	0	0	0	0	0	0
Thermus	3.10E-05	0	0	0	0	0	4.59E-06	0.00000424	1.26E-05	0	0	0	1.34E-05	0	1.73E-05	0	9.24E-06	0	4.43E-06	0	4.47E-06	0	1.31E-05	0	0	0	4.35E-06	0	2.40E-05	0	0	0	8.63E-06	0	0	0	0	0	2.53E-05	0	0	0	0	0	8.60E-06	0	2.59E-05	0	8.57E-06	0	0	0	3.39E-05	0	8.62E-06	0	0	0	0	0	0	0	0	0	2.51E-05	0	2.53E-05	0	0	0	0	0	1.23E-05	0	0	0	0	0	0	0	1.15E-05	0
Thioalkalivibrio	0	0	2.69E-05	0	8.04E-06	0.00000407	0	0	1.68E-05	0	2.41E-06	0	1.78E-05	0	2.17E-05	0	1.48E-05	0.00000096	1.33E-05	0	0	0	0	0	0	0	0	0	7.99E-06	0	8.81E-06	0	8.63E-06	0	8.32E-06	0	7.71E-06	0	1.69E-05	0	0	0	1.78E-05	0	0	0	0	0.00028847	5.14E-05	0	0	0	0	0	3.45E-05	0	0	0	0	0	2.51E-05	0	0	0	5.03E-05	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0	1.26E-05	0	0	0
Thiobacillus	0	0	0	0	0	0	0	0	4.21E-06	0	3.61E-06	0	0	0	4.33E-06	0	1.85E-06	0.0000114	0	0	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32E-06	0	0	0	0	0	0	0	0	0	8.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00003713	0	0	0	0	0	0	0	0	0	0	0	0
Thiomonas	0	0	0	0	0	0	0	0	0	0	2.41E-06	0.00000125	4.45E-06	0	8.66E-06	0	7.39E-06	0	4.43E-06	0	0	0	1.31E-05	0	4.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54E-05	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0	0	0
Tolumonas	1.55E-05	0	0	0	0	0	0	0	4.21E-06	0	1.20E-06	0	0	0	0	0	3.69E-06	0.00000191	1.77E-05	0.00001642	8.94E-06	0	0	0	0	0	0	0	0	0	0	0	8.63E-06	0	0	0	2.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-06	0	8.62E-06	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	0	0	0	0	0	0	3.76E-05	0	0	0	0	0	2.30E-05	0
Treponema	0.00026377	0.00001702	0.000161329	0.0000571	6.83E-05	0.00001929	8.04E-05	0.00002229	0.000168328	0.00003914	0.000102396	0.00001397	0.000222594	0.0000178	0.000355144	0.00001132	0.000206866	0.00001872	0.000190348	0.00005537	6.70E-05	0.00002397	0.000135865	0.00000386	0.00010979	0	0.000208948	0.00005409	0.000199636	0.00001045	0.000246787	0.00004252	0.000103614	0	0.000166359	0.000043	0.000192738	0.00003651	0.00014358	0.00006336	0.000153901	0	0.000177674	0.00006481	0.000249533	0.00003495	0.000250846	0.00004788	0.000128523	0.00001157	7.70E-05	0	0.000406267	0.00001089	0.000232688	0.00004332	0.000115433	0.00002359	0.000473945	0.00012237	0.000125676	0	5.09E-05	0.00013783	0.000213638	0.00041739	0.000113769	0	0.000120702	0	5.02E-05	0.00002197	6.16E-05	0.00006082	3.76E-05	0	1.25E-05	0	2.52E-05	0	0.000195369	0
Turicibacter	0.000651668	0.00021737	9.41E-05	0.00002671	0.000201012	0.00006679	5.28E-05	0	3.79E-05	0.00000952	4.82E-05	0.00000575	0.000280469	0.00008587	6.93E-05	0.00002892	0.000125598	0.00002696	0.000230188	0.00008687	8.94E-06	0	5.26E-05	0.00000986	3.38E-05	0	7.40E-05	0.00005003	3.19E-05	0.00003558	0.000141021	0.00001921	0.000103614	0.00004246	0.000182995	0.00007539	0.000131062	0.00004949	6.76E-05	0.00003596	6.84E-05	0	2.67E-05	0.00003751	8.60E-06	0	4.32E-05	0.00004077	8.57E-05	0	4.28E-05	0	0.000160814	0.00013603	0.00018098	0.00002766	3.85E-05	0	8.73E-05	0	6.28E-05	0	0.000101897	0	8.80E-05	0	6.32E-05	0	2.68E-05	0	0.000138028	0.00002978	4.93E-05	0	6.27E-05	0	1.25E-05	0	1.26E-05	0	0.00010343	0
Unclassified Clostridiales	0.00026377	0.00037359	9.41E-05	0.00085775	9.65E-05	0.00147056	0.000165366	0.00546261	8.42E-05	0.00074632	5.06E-05	0.00061541	0.000120201	0.00129529	0.000203558	0.00074028	0.000134833	0.00071491	0.000119521	0.00064603	4.92E-05	0.00149746	0.000105186	0.00035696	7.18E-05	0.00070893	0.000152358	0.00166102	0.000159709	0.00074563	0.000185091	0.00076973	0.000138151	0.00095365	0.000224585	0.00136372	0.000177319	0.00048883	0.000185809	0.00148877	9.41E-05	0.00127081	0.000373114	0.00129239	0.000180696	0.00448154	0.000138398	0.00094325	0.000162795	0.00105017	1.71E-05	0.00019138	0.000262381	0.00128197	0.000120653	0.00045894	0.000102608	0.00313119	0.000349223	0.00388516	5.03E-05	0.00148019	0.000140108	0.00239982	0.000125669	0.00578772	3.79E-05	0.00558019	8.05E-05	0.00586601	6.27E-05	0.00171056	0.000160158	0.00142453	0	0.00011875	0	0.00030935	0.000138534	0.00272441	1.15E-05	0.00319474
Unclassified Enterobacteriaceae	0	0	0	0	0	0	2.30E-06	0.00000913	0	0	1.20E-06	0	4.45E-06	0.00001038	4.33E-06	0	3.69E-06	0.00000138	4.43E-06	0	8.94E-06	0	4.38E-06	0	0	0	4.35E-06	0.00000411	0.001365509	0	0	0	8.63E-06	0	0	0.00000295	0	0	0.009341137	0.00001593	3.42E-05	0	8.88E-06	0	0	0.00004977	2.59E-05	0.00030093	1.71E-05	0.00024722	0	0	0	0.00000381	0	0	3.85E-05	0.00003833	2.49E-05	0.00014257	3.77E-05	0.00082315	0	0.00014941	0	0.00000554	0	0.00006636	0	0	0	0	0	0.0000178	0.000614752	0.02004082	0	0.00000647	0	0	0.000218353	0.00271904
Unclassified Lachnospiraceae	0.00806827	0.02270117	0.073714071	0.08606714	0.012173305	0.05016927	0.003778161	0.02372668	0.003370772	0.0537487	0.004209071	0.06999492	0.005092955	0.01329292	0.001944632	0.00613964	0.002004019	0.01585131	0.00323149	0.02409891	0.000952096	0.02858098	0.001485747	0.01877146	0.002609621	0.02754079	0.003247403	0.0346941	0.003569489	0.01949263	0.0030584	0.01345943	0.003047964	0.02014612	0.005872469	0.09453568	0.009274536	0.05400805	0.004366517	0.04609564	0.021452145	0.04903577	0.011193433	0.05224675	0.004319506	0.02660915	0.001340726	0.00587281	0.006691743	0.03545559	0.002780701	0.01148608	0.002962361	0.01732815	0.002335502	0.02638349	0.002783229	0.0249852	0.003068173	0.04724745	0.001772025	0.01446762	0.002381832	0.01600474	0.006735868	0.03266628	0.006219346	0.04465106	0.008918513	0.03334218	0.003500891	0.02348259	0.061636072	0.03284652	0.000338741	0.00091447	0.000162781	0.00003556	0.002418045	0.00240677	0.001723841	0.01021821
