Genera	AM-AD-1-RITA	AM-AD-1-SMASH	AM-AD-2-RITA	AM-AD-2-SMASH	AM-F10-T1-RITA	AM-F10-T1-SMASH	AM-F10-T2-RITA	AM-F10-T2-SMASH	DA-AD-1-RITA	DA-AD-1-SMASH	DA-AD-1T-RITA	DA-AD-1T-SMASH	DA-AD-2-RITA	DA-AD-2-SMASH	DA-AD-3-RITA	DA-AD-3-SMASH	DA-AD-3T-RITA	DA-AD-3T-SMASH	DA-AD-4-RITA	DA-AD-4-SMASH	ES-AD-1-RITA	ES-AD-1-SMASH	ES-AD-2-RITA	ES-AD-2-SMASH	ES-AD-3-RITA	ES-AD-3-SMASH	ES-AD-4-RITA	ES-AD-4-SMASH	FR-AD-1-RITA	FR-AD-1-SMASH	FR-AD-2-RITA	FR-AD-2-SMASH	FR-AD-3-RITA	FR-AD-3-SMASH	FR-AD-4-RITA	FR-AD-4-SMASH	FR-AD-5-RITA	FR-AD-5-SMASH	FR-AD-6-RITA	FR-AD-6-SMASH	FR-AD-7-RITA	FR-AD-7-SMASH	FR-AD-8-RITA	FR-AD-8-SMASH	IT-AD-1-RITA	IT-AD-1-SMASH	IT-AD-2-RITA	IT-AD-2-SMASH	IT-AD-3-RITA	IT-AD-3-SMASH	IT-AD-4-RITA	IT-AD-4-SMASH	IT-AD-5-RITA	IT-AD-5-SMASH	IT-AD-6-RITA	IT-AD-6-SMASH	JP-AD-1-RITA	JP-AD-1-SMASH	JP-AD-2-RITA	JP-AD-2-SMASH	JP-AD-3-RITA	JP-AD-3-SMASH	JP-AD-4-RITA	JP-AD-4-SMASH	JP-AD-5-RITA	JP-AD-5-SMASH	JP-AD-6-RITA	JP-AD-6-SMASH	JP-AD-7-RITA	JP-AD-7-SMASH	JP-AD-8-RITA	JP-AD-8-SMASH	JP-AD-9-RITA	JP-AD-9-SMASH	JP-IN-1-RITA	JP-IN-1-SMASH	JP-IN-2-RITA	JP-IN-2-SMASH	JP-IN-3-RITA	JP-IN-3-SMASH	JP-IN-4-RITA	JP-IN-4-SMASH
Corynebacterium	0.000186191	0.00001702	1.34E-05	0.00004968	3.62E-05	0.0000583	0.000291688	0.00036737	5.47E-05	0.00000839	3.49E-05	0.00000338	0.000155816	0.00001656	8.66E-05	0	4.43E-05	0.00000989	0.000110667	0.00001134	1.34E-05	0.00001298	4.38E-05	0.00000796	4.64E-05	0.0000181	1.31E-05	0.00001028	0.000127767	0.00003477	0.000264415	0.00026998	3.45E-05	0.00000831	0.000116451	0.00001199	0.000123352	0.00001857	0.000194255	0.00009813	3.42E-05	0.00002113	2.67E-05	0.00002938	0.000542089	0.00009583	9.51E-05	0.0000247	0.000111386	0.00004532	0.000119784	0.00002497	6.77E-05	0.00000545	6.89E-05	0.00001804	5.13E-05	0.00001879	0.000199556	0.00001129	6.28E-05	0	3.82E-05	0.00005388	0.000201071	0	6.32E-05	0.00005372	0	0	2.51E-05	0	1.23E-05	0	0	0	0.000776339	0.00003694	0.002329887	0.00218414	0.000792967	0.00126566
Croceibacter	0	0	0	0	8.04E-06	0	0	0	0	0	4.82E-06	0	8.90E-06	0	1.30E-05	0.00000964	1.29E-05	0	1.77E-05	0.00000483	0	0	7.01E-05	0	8.45E-06	0	0	0	0	0	2.64E-05	0	8.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	1.25E-05	0	0	0	0	0	0	0	0	0	0	0
Cronobacter	0	0	0	0	8.04E-06	0	0	0	0	0	2.41E-06	0	0	0	4.33E-06	0	1.66E-05	0	4.43E-06	0	0	0	0	0	0	0	4.35E-06	0	0	0	0	0	0	0	8.32E-06	0	0	0	2.53E-05	0.00001702	0	0	8.88E-06	0	0	0	3.46E-05	0.00015045	0	0.00001993	0	0	8.46E-06	0.00000314	0	0	0	0	0	0	5.03E-05	0.00005652	0	0	1.26E-05	0	1.26E-05	0	0	0	1.25E-05	0	0	0	0.000639843	0.00110056	0	0	0	0	1.15E-05	0.00007265
Cryptobacterium	0.000449961	0.00005291	0.000241994	0	4.02E-06	0	4.59E-05	0	4.21E-05	0	1.45E-05	0.00000263	0.000173623	0.00000922	6.06E-05	0	2.03E-05	0	5.31E-05	0	8.94E-06	0	2.19E-05	0	5.91E-05	0.00001838	1.31E-05	0	0.000127767	0	7.93E-05	0	2.59E-05	0	8.32E-05	0.00003441	0.000100224	0.00003012	0.00010135	0	0.000102601	0.00001714	0.000124371	0.00003424	2.58E-05	0	0.000164347	0	8.57E-05	0.00003596	7.70E-05	0.00006835	0.000143886	0	8.62E-05	0	1.28E-05	0	4.99E-05	0	6.28E-05	0	6.37E-05	0	2.51E-05	0	0	0	1.34E-05	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0
Cupriavidus	1.55E-05	0	0	0	0	0	2.30E-06	0	4.21E-06	0	1.33E-05	0.00000575	1.78E-05	0	3.46E-05	0	9.24E-06	0.00000112	1.33E-05	0	0	0	0	0.00000474	1.27E-05	0	1.74E-05	0.00000392	3.99E-05	0	0	0	2.59E-05	0	8.32E-06	0	7.71E-06	0	0	0	1.71E-05	0	1.78E-05	0	8.60E-06	0	1.73E-05	0	0	0	0	0	1.69E-05	0	8.62E-06	0	2.57E-05	0	1.25E-05	0	2.51E-05	0.00000525	0	0	3.77E-05	0	1.26E-05	0	0	0	0	0	0	0	3.76E-05	0	0	0.00001032	0	0	5.75E-05	0.00003438
Cytophaga	0	0	0	0	4.02E-06	0	6.89E-06	0	8.42E-06	0	9.64E-06	0.00000096	2.23E-05	0	4.76E-05	0.00001927	2.77E-05	0.0000015	1.77E-05	0	8.94E-06	0	3.51E-05	0	1.69E-05	0.00000671	3.05E-05	0	0	0	5.29E-05	0	0	0	8.32E-06	0	2.31E-05	0	1.69E-05	0	2.57E-05	0	0	0	0	0	3.46E-05	0	8.57E-06	0	8.56E-06	0	3.39E-05	0	1.72E-05	0	0	0	0	0	1.26E-05	0	0	0	1.26E-05	0	0	0	0	0	7.53E-05	0	1.23E-05	0	0	0	0	0	0	0	0	0
Dehalococcoides	7.76E-05	0	5.38E-05	0.00026835	0	0.00000959	6.89E-06	0	1.68E-05	0	1.45E-05	0	4.45E-06	0.0000203	3.46E-05	0	1.29E-05	0	1.77E-05	0.00008728	0	0.00004637	1.31E-05	0	8.45E-06	0	4.35E-06	0.00006032	7.99E-06	0	8.81E-05	0	0	0.00004266	1.66E-05	0.00005681	2.31E-05	0.00003315	4.22E-05	0.00003614	1.71E-05	0	8.88E-06	0.00003769	2.58E-05	0.00113611	1.73E-05	0	8.57E-06	0.00003959	0	0	5.92E-05	0	8.62E-06	0.00011117	0	0	1.25E-05	0	1.26E-05	0.00011227	1.27E-05	0	2.51E-05	0	3.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia	0	0	0	0	4.02E-06	0	0	0	0	0	1.20E-06	0.00000105	0	0	8.66E-06	0	3.69E-06	0	4.43E-06	0	0	0	4.38E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016337	0.00013287	0	0	0	0.00001596	0	0.00001299	0	0	0.000150551	0	0	0	0	0	0	0.00001056
Desulfitobacterium	0.000667184	0.0000054	0.000699094	0	0.00033368	0.0000492	0.000128618	0	0.000370322	0.00001535	0.000172266	0.00000111	0.00040067	0.00000521	0.000701627	0.00004354	0.0002789	0.00000667	0.000473657	0	0.000214557	0	0.000311174	0	0.000143571	0	0.000578961	0.00001098	0.00064682	0.00001991	0.000493575	0.00001075	0.000310841	0	0.000457487	0.0000304	0.000601341	0	0.000396956	0.0000143	0.000427504	0	0.00050637	0.00000967	0.000369998	0	0.000467092	0	0.000342727	0.00001059	9.41E-05	0	0.001303439	0	0.00040505	0.00001032	0.000166737	0	0.000486418	0.00001734	0.000226216	0	0.000267478	0.00001579	0.000477543	0.00002433	0.000316024	0	0.000120702	0	0.00025096	0	0.000234077	0	2.51E-05	0	3.76E-05	0	0.000100752	0	5.75E-05	0
Desulfotalea	0	0	1.34E-05	0	4.02E-06	0	0	0	1.68E-05	0	6.02E-06	0	4.45E-06	0	4.33E-06	0	5.54E-06	0	0	0	0	0	1.75E-05	0	4.22E-06	0	8.71E-06	0	1.60E-05	0	8.81E-06	0	8.63E-06	0	8.32E-06	0	1.54E-05	0	0	0	0	0	8.88E-06	0	0	0	0	0	0	0	8.56E-06	0	0	0.00001555	8.62E-06	0	1.28E-05	0	0	0	3.77E-05	0	1.27E-05	0	0	0	0	0	0	0	2.51E-05	0	1.23E-05	0	0	0	0	0	0	0	0	0
Desulfotomaculum	0.000170675	0.00001255	0.000241994	0	6.43E-05	0.00000195	9.42E-05	0	0.000134663	0.00000779	6.75E-05	0.00000211	0.000258209	0.00001483	0.000138593	0.00000789	0.000118209	0.00000476	0.000252322	0.0000079	4.02E-05	0	0.000118334	0.00000269	8.87E-05	0	0.000100121	0	8.78E-05	0	0.000220346	0	0.000112248	0	0.000216267	0.00003086	0.000131062	0.0000135	0.00010135	0	9.41E-05	0	0.000159906	0.00001219	0.00020651	0	0.000138398	0	0.000111386	0	0.000111228	0	0.000355483	0	0.000129271	0	0.000128259	0	0.0002245	0	0.000125676	0	3.82E-05	0	0.000201071	0	8.85E-05	0	1.34E-05	0	0.000138028	0	7.39E-05	0	1.25E-05	0	2.50E-05	0	2.52E-05	0	3.45E-05	0
Desulfovibrio	7.76E-05	0	9.41E-05	0	7.24E-05	0	6.43E-05	0.00000658	0.002482841	0.0031502	0.000662561	0.00080233	0.003098511	0.00400686	0.002602949	0.00021633	0.000519013	0.00004392	0.006316898	0.00801665	0.000160918	0.00008171	0.002217664	0.0027444	0.000139349	0.00009208	0.000204595	0.00008126	0.00129364	0.00021852	0.002600081	0.00326499	0.002227691	0.00332383	0.000149723	0.00005824	0.004826151	0.00598123	0.002035456	0.00270433	0.001393663	0.00018837	0.003766679	0.00476842	0.013010145	0.01611312	0.000527641	0.000042	0.00197068	0.00003095	0.00025668	0.00028364	0.002217539	0.00018181	0.003705778	0.00435918	0.000705427	0.00034148	0.00798224	0.00071886	0.000779188	0.00044932	0.005960948	0.00739444	0.000113102	0.00009165	0.000214896	0.00018817	0.00010729	0.0000376	0.00025096	0.00001231	0.000110878	0.00007301	5.02E-05	0	0	0	0	0	3.45E-05	0.00009973
Dialister	0.010504267	0.00079008	0.004853325	0.00790476	0.002910658	0.00562585	6.20E-05	0.00006611	0.000319824	0	0.000151787	0.00000448	0.000427381	0.00004721	0.004157788	0.00025531	0.002571055	0.00028698	0.008207099	0.00102241	4.92E-05	0	0.000109568	0.00001536	8.87E-05	0.0000392	0.002633618	0.00061569	0.004447887	0.00033259	0.000193904	0	3.45E-05	0	0.002320707	0.00039637	0.000192738	0.0000257	0.005624952	0.0007283	0.017177106	0.03442013	5.33E-05	0	0.000335579	0	0.005907845	0.01168568	0.006734584	0.01262322	0.008752791	0.00107894	0.008819372	0.01610915	7.76E-05	0	0.000115433	0	0.006123874	0.00046574	0.000552972	0	0.002330884	0.00444688	0.006572499	0.01284327	0.000922789	0.00170289	0.00010729	0	8.78E-05	0	0.006849821	0.00059691	3.76E-05	0	0	0	0	0	0.001172212	0.00010055
Dickeya	0	0	0	0	4.02E-06	0	4.59E-06	0	2.95E-05	0	3.25E-05	0	1.34E-05	0	8.66E-06	0	1.11E-05	0	0	0	4.47E-06	0	1.31E-05	0	0	0	0	0	1.60E-05	0	8.81E-06	0	0	0	1.66E-05	0	0	0	0	0	1.71E-05	0	8.88E-06	0	0	0	2.59E-05	0.00002499	3.43E-05	0.00002415	0	0	0	0	0	0	0	0	2.49E-05	0	0.000150811	0.00002594	1.27E-05	0	0	0	0	0	0	0	1.25E-05	0	0	0	0.001543152	0.00014041	0	0	0	0	2.30E-05	0
Dorea	0.005042669	0.00395459	0.02909306	0.03091497	0.014943254	0.02177863	0.008107543	0.01137338	0.002163017	0.00299562	0.003497118	0.00492563	0.001794109	0.00145824	0.000861875	0.0009916	0.002506409	0.00380596	0.002257616	0.0042	0.002212617	0.00322889	0.002191368	0.00280669	0.004298696	0.00635877	0.002272312	0.00339743	0.003888907	0.00463214	0.001824464	0.00244301	0.00160601	0.00312663	0.009931626	0.01436603	0.005874643	0.00649314	0.010895178	0.01307699	0.01320132	0.01681682	0.014418208	0.01837458	0.000877668	0.00332603	0.000960133	0.00164578	0.004789609	0.0078351	0.006682239	0.00823965	0.001819736	0.00283103	0.002904296	0.00417255	0.001513461	0.00166618	0.005225872	0.00808773	0.001394998	0.00229725	0.001133599	0.00239754	0.001332093	0.00196294	0.001137685	0.00280994	0.006973875	0.00975859	0.003099355	0.00477655	0.003030676	0.00390916	3.76E-05	0.00080754	2.50E-05	0.00000699	0.001410526	0.00183368	0.00050566	0.00062598
Dyadobacter	0	0	1.34E-05	0	8.04E-06	0	1.38E-05	0	8.00E-05	0	3.01E-05	0.00000244	6.23E-05	0.00000428	0.000134262	0	8.31E-05	0.00000857	0.000106241	0	4.47E-05	0	3.51E-05	0	8.87E-05	0	0.000100121	0	7.99E-06	0	4.41E-05	0	0.000103614	0	6.65E-05	0	3.85E-05	0	3.38E-05	0	4.28E-05	0	8.88E-05	0	8.60E-05	0	4.32E-05	0	2.57E-05	0	5.99E-05	0	0.000143886	0	6.89E-05	0	5.13E-05	0	0	0	3.77E-05	0	1.27E-05	0	1.26E-05	0	7.58E-05	0	2.68E-05	0	6.27E-05	0	1.23E-05	0	0	0	0	0	0	0	1.15E-05	0
Edwardsiella	0	0	0	0	4.02E-06	0	4.59E-06	0	4.21E-06	0	1.20E-06	0	0	0	8.66E-06	0	7.39E-06	0	8.85E-06	0	0	0	0	0	8.45E-06	0	0	0	7.99E-06	0	8.81E-06	0	1.73E-05	0	8.32E-06	0	7.71E-06	0	3.38E-05	0.00006783	0	0	0	0	8.60E-06	0	6.92E-05	0.00007205	8.57E-06	0.00001526	8.56E-06	0	1.69E-05	0	0	0	0	0	0	0	3.77E-05	0.00003305	0	0	0	0	2.53E-05	0	0	0.00001437	2.51E-05	0	1.23E-05	0	0.000627297	0.00075339	0	0	1.26E-05	0	6.90E-05	0.00002535
Eggerthella	0.008161365	0.00047132	0.012825684	0.00320678	0.002227216	0.001606	0.0026183	0.00132109	0.000972095	0.00006194	0.000225271	0.00002846	0.001718427	0.00022179	0.001849349	0.00026131	0.000295524	0.00004932	0.000779099	0.00007194	0.00201594	0.00196994	0.000556607	0.00004009	0.00168063	0.00027555	0.002533497	0.00120415	0.007610119	0.00065825	0.001366144	0.00021869	0.001329707	0.00009494	0.001289281	0.00015581	0.002320561	0.00018779	0.002930718	0.0003168	0.002838626	0.00079504	0.003233658	0.0004092	0.027767022	0.02792088	0.01066526	0.00442005	0.003607201	0.00082497	0.001334737	0.00034501	0.004832881	0.00084463	0.003542035	0.00030737	0.000808034	0.00066309	0.001983088	0.00023205	0.000703783	0.00010221	0.000343901	0.00008297	0.002186644	0.00144609	0.003425697	0.00373417	0.000576686	0.00022309	0.001794363	0.00147885	0.000529752	0.00044209	1.25E-05	0	0.001727981	0	0.010289284	0.0067701	0.001907717	0.00210816
Enhydrobacter	0	0	0	0	0	0	2.30E-06	0	0	0	1.20E-06	0	4.45E-06	0	0	0	0	0	0	0	4.47E-06	0	0	0	0	0	1.31E-05	0.00001093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-06	0	0	0	0	0	2.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter	3.10E-05	0	0	0	8.04E-06	0	0	0	1.26E-05	0	0	0	4.45E-06	0	8.66E-06	0.00001696	1.66E-05	0.00000395	8.85E-06	0	8.94E-06	0	8.77E-06	0	4.22E-06	0	1.74E-05	0.00002408	1.60E-05	0.00000535	0	0	0	0	8.32E-06	0	7.71E-06	0	2.53E-05	0.0000334	0	0	8.88E-06	0	8.60E-06	0.00000551	0.000164347	0.00123648	0.000805408	0.00038427	0	0.0000104	0	0.00002577	8.62E-06	0.00001025	0	0	0.001247225	0.00110551	0.002626618	0.00143472	0.000318427	0.00017539	0.000188504	0.00013411	3.79E-05	0.00003033	0	0	0	0	1.23E-05	0	0.034564091	0.02294262	0	0.0000194	0	0	0.000884905	0.00049146
Enterococcus	0.00034135	0.00605774	0.000779759	0.000493	0.000257296	0.00007221	0.000231972	0.00361745	0.000416612	0.00009719	0.000289118	0.0000614	0.000409573	0.00004103	0.000268524	0.00012505	0.00019209	0.00008555	0.000274455	0.00010678	0.000111748	0.00242827	0.000162161	0.00004249	0.000181576	0.00060557	0.000304716	0.00090945	0.000383301	0.00016616	0.000334926	0.00028561	0.000241765	0.00130696	0.00056562	0.00030653	0.00030838	0.00012083	0.002440858	0.01858714	0.000530105	0.00037467	0.000612974	0.00040599	0.000361393	0.00113673	0.000337344	0.00007629	0.00028275	0.00008879	0.000179676	0.00005253	0.000397803	0.00165846	0.000258543	0.00007738	0.000525864	0.00052874	0.000261917	0.00002543	0.000150811	0.00116993	0.000292953	0.00001772	0.000666047	0.00016095	0.000227537	0.00008273	0.000657154	0.0000859	0.000552112	0.00027512	0.000505113	0.00025397	0.000363833	0.00031637	0.02465503	0.01731977	0.012921426	0.03372868	0.006562087	0.00863725
Erwinia	0	0	0	0	0	0	0	0	4.21E-06	0	1.20E-06	0	0	0	0	0	3.69E-06	0	1.77E-05	0	8.94E-06	0	0	0	0	0	8.71E-06	0	0	0	8.81E-06	0	0	0	0	0	7.71E-06	0	1.69E-05	0	0	0	8.88E-06	0	8.60E-06	0	0.000121098	0.00000775	8.57E-06	0.00001019	8.56E-06	0	0	0	8.62E-06	0	0	0	3.74E-05	0	1.26E-05	0.00002124	1.27E-05	0.00002328	0	0	0	0	0	0	0	0	2.46E-05	0	0.000828033	0.0003719	0	0	0	0	4.60E-05	0
Erysipelothrix	6.21E-05	0	2.69E-05	0	6.83E-05	0.00003259	4.13E-05	0	4.63E-05	0	3.25E-05	0.00001228	0.000240402	0.00005176	3.46E-05	0	3.88E-05	0.00000384	0.000123948	0.00001648	8.94E-06	0	2.19E-05	0	8.45E-06	0	5.22E-05	0	4.79E-05	0	6.17E-05	0	3.45E-05	0	9.98E-05	0	0.000123352	0	4.22E-05	0	1.71E-05	0	7.11E-05	0	4.30E-05	0	7.78E-05	0	5.14E-05	0	1.71E-05	0	2.54E-05	0	8.62E-06	0	0	0	0.00011225	0	0.00010054	0	6.37E-05	0	0.000251338	0	1.26E-05	0	0	0	7.53E-05	0	2.46E-05	0	0	0	1.25E-05	0	0	0.00001847	2.30E-05	0
Erythrobacter	0	0	0	0	0	0	0	0	4.21E-06	0	1.20E-06	0	8.90E-06	0	0	0	3.69E-06	0	4.43E-06	0	0	0	4.38E-06	0.00000954	0	0	4.35E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Escherichia/Shigella	0.000031	0.00011009	0.0000807	0.0000829	0.0000764	0.00014152	0.000567334	0.00123483	0.000143079	0.00004405	0.00004461	0.00002694	0.001339994	0.00212751	0.001424888	0.00250316	0.000537513	0.00120034	0.00005315	0.00000624	0.000424614	0.00091207	0.00008768	0.00004538	0.0000929	0.00002784	0.000117521	0.00009076	0.000199594	0.00030038	0.000343784	0.0004542	0.0000345	0	0.003817893	0.00590702	0.00006171	0.00006469	0.000320947	0.00040554	0.000179552	0.00029503	0.000675206	0.0015657	0.005300429	0.01652006	0.013787854	0.03500444	0.002082016	0.00287044	0.000273796	0.00030524	0.012230319	0.0203329	0.000741157	0.00139779	0.000718253	0.00104637	0.009329243	0.01705974	0.001859992	0.00249338	0.000751476	0.00127593	0.000477576	0.00096908	0.000985993	0.0029443	0.000201147	0.00031351	0.000112932	0.00011033	0.004127141	0.00825083	0.028642402	0.05220009	0.001389911	0.00183129	0.0000882	0.00019246	0.16468425	0.28597625
Eubacterium	0.033048875	0.03460012	0.086243984	0.00956317	0.061996213	0.0073662	0.013158106	0.00986877	0.01329372	0.00478543	0.014466723	0.00430092	0.008454128	0.00727166	0.004647194	0.00267793	0.011122768	0.00410971	0.014386769	0.0062588	0.017128783	0.00235743	0.020620771	0.00464208	0.015839301	0.00212953	0.026079348	0.00424602	0.031342831	0.00397339	0.034426836	0.01392662	0.022164659	0.00365069	0.033737585	0.0328402	0.036234677	0.00908899	0.064315335	0.03018437	0.051368867	0.00851607	0.05694437	0.00601667	0.008509943	0.00904237	0.006193289	0.00339275	0.022294385	0.00468589	0.024085149	0.00207034	0.013686108	0.00366797	0.011643039	0.0037717	0.032052022	0.00263194	0.059068572	0.01031503	0.01236647	0.0041035	0.029180624	0.00305629	0.024304421	0.00581477	0.018645396	0.00391288	0.172509522	0.00952	0.0381961	0.0024874	0.086497474	0.00776587	0.00105386	0.00004156	0.000137738	0	0.002543984	0.00254071	0.001896225	0.00063602
Exiguobacterium	4.65E-05	0.00002821	1.34E-05	0	2.41E-05	0.00000464	1.38E-05	0	4.21E-05	0	1.20E-05	0	5.79E-05	0	3.90E-05	0	4.06E-05	0.00000219	3.10E-05	0	0	0	2.19E-05	0	8.45E-06	0	2.61E-05	0	2.40E-05	0	2.64E-05	0.00001891	6.04E-05	0	1.66E-05	0	1.54E-05	0	0.00010135	0	1.71E-05	0	8.88E-06	0	8.60E-06	0	4.32E-05	0	0	0	1.71E-05	0	5.92E-05	0.00001204	8.62E-06	0	0	0	0.000137195	0	1.26E-05	0	5.09E-05	0	1.26E-05	0	1.26E-05	0	1.34E-05	0	0	0	2.46E-05	0	0	0	0	0	0	0	5.75E-05	0
Faecalibacterium	0.026283941	0.02069903	0.004221451	0.0053353	0.073574521	0.08192745	0.060765233	0.07171254	0.016466707	0.01877957	0.011849004	0.01495492	0.008044554	0.00849171	0.033019767	0.02830344	0.012679808	0.01436578	0.030880647	0.03215285	0.029742934	0.03368022	0.030911434	0.03168661	0.042497129	0.05560608	0.030819861	0.03696529	0.077107356	0.08324201	0.034532602	0.03775061	0.027543928	0.03627994	0.035110046	0.04090812	0.043890217	0.04375268	0.024712629	0.02998425	0.043725098	0.05560018	0.025700478	0.02866554	0.032843732	0.0389759	0.038171769	0.04573154	0.064449795	0.07412765	0.03112674	0.03016645	0.015971358	0.01881446	0.064359891	0.05999208	0.115587364	0.14996286	0.055239592	0.06943643	0.130099284	0.13405423	0.107449911	0.1168728	0.018661874	0.02285126	0.029289073	0.04043665	0.003942922	0.00617992	0.041057043	0.04625015	0.103868424	0.13367981	0.000840579	0.00132073	0.000162781	0	0.001146052	0.00132284	0.003551112	0.00455436
Finegoldia	7.76E-05	0.00004762	2.69E-05	0.00002194	3.22E-05	0.00001511	6.89E-05	0.0000448	4.63E-05	0.00012515	3.61E-05	0.00007057	6.23E-05	0	5.20E-05	0	6.46E-05	0.00000369	8.85E-05	0	8.94E-06	0.00005729	6.14E-05	0	2.96E-05	0	3.05E-05	0.00001526	6.39E-05	0	7.93E-05	0.00005033	6.04E-05	0	8.32E-05	0	9.25E-05	0.00025748	6.76E-05	0.00002954	8.55E-05	0	1.78E-05	0	8.60E-06	0	8.65E-06	0	8.57E-05	0	8.56E-06	0	0.000101567	0.00002828	3.45E-05	0	2.57E-05	0	7.48E-05	0	6.28E-05	0	1.27E-05	0	2.51E-05	0	1.26E-05	0	4.02E-05	0	5.02E-05	0	6.16E-05	0	1.25E-05	0	1.25E-05	0	0.000528947	0.00075304	2.30E-05	0
Fusobacterium	0.000186191	0	0.000120997	0.00001508	6.03E-05	0	4.82E-05	0	0.000143079	0	9.52E-05	0.00003181	6.68E-05	0.00000852	8.66E-05	0	6.10E-05	0.0000058	0.000181495	0	4.92E-05	0	0.000100803	0	0.000135126	0	9.14E-05	0.00002181	0.000119782	0	0.000105766	0	0.000138151	0.00003662	0.000108133	0.00004468	0.000107933	0	0.000135134	0.00001551	4.28E-05	0	7.11E-05	0	8.60E-05	0	5.19E-05	0	6.85E-05	0	5.13E-05	0.00004409	0.000135422	0	8.62E-05	0	0.000179563	0	0.000349223	0.00004689	0.000125676	0	7.64E-05	0.00005281	5.03E-05	0.00005002	6.32E-05	0.00011665	0.000885146	0.00623069	3.76E-05	0.00002512	7.39E-05	0	3.76E-05	0	1.25E-05	0	1.26E-05	0.00005202	0.000218353	0
Gardnerella	0.000108611	0	6.72E-05	0	4.02E-05	0	3.67E-05	0	2.10E-05	0	2.65E-05	0	2.67E-05	0	4.33E-05	0	4.99E-05	0.00001231	7.08E-05	0	2.68E-05	0.00002723	1.75E-05	0	1.69E-05	0	2.61E-05	0.00001523	7.99E-06	0	1.76E-05	0.00001754	2.59E-05	0	0.000116451	0	3.08E-05	0	3.38E-05	0.00001642	3.42E-05	0	5.33E-05	0.00001141	4.30E-05	0	6.92E-05	0	2.57E-05	0	6.84E-05	0.00001709	5.08E-05	0	6.03E-05	0	2.57E-05	0	6.24E-05	0	3.77E-05	0	1.27E-05	0.00002795	0.000238771	0	3.79E-05	0	4.02E-05	0	8.78E-05	0	7.39E-05	0.00005443	0	0	0.000438256	0.00003625	8.82E-05	0	3.45E-05	0
Gemella	3.10E-05	0	0.000134441	0.00004171	2.81E-05	0.00000745	4.59E-06	0	1.26E-05	0	6.02E-06	0	5.34E-05	0	4.33E-06	0	2.96E-05	0.00000351	1.77E-05	0	1.79E-05	0	8.77E-06	0.0000154	4.22E-06	0	2.18E-05	0	7.99E-06	0	4.41E-05	0	0	0	8.32E-06	0	4.63E-05	0	2.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.31E-05	0	8.62E-06	0	3.85E-05	0	3.74E-05	0	0	0	0	0	0.000226205	0	0	0	0	0	0	0	8.62E-05	0	0	0	1.25E-05	0	0	0	3.45E-05	0
Geobacillus	0.000170675	0	0.000134441	0	9.25E-05	0	2.30E-05	0	2.95E-05	0	4.46E-05	0	0.000209239	0.00002584	9.53E-05	0	0.000103433	0.00000192	0.000159361	0	1.79E-05	0	5.26E-05	0	4.22E-05	0	5.66E-05	0	3.99E-05	0	4.41E-05	0	2.59E-05	0	6.65E-05	0	7.71E-05	0.0000134	5.07E-05	0	0.000119701	0	0.00016879	0	5.16E-05	0	5.19E-05	0	6.00E-05	0	1.71E-05	0	0.000110031	0.00001506	6.03E-05	0	0	0	0.000124722	0	2.51E-05	0	1.27E-05	0	5.03E-05	0	1.26E-05	0	2.68E-05	0	3.76E-05	0	8.62E-05	0	0.000225827	0	1.25E-05	0	3.78E-05	0	3.45E-05	0
Geobacter	0.000201707	0	4.03E-05	0	2.01E-05	0	2.30E-05	0	5.89E-05	0	4.10E-05	0.00000111	7.57E-05	0	9.53E-05	0.00001821	8.13E-05	0.00000129	0.000159361	0	2.23E-05	0	8.77E-05	0	3.38E-05	0	6.96E-05	0	7.19E-05	0	0.000105766	0	6.91E-05	0	6.65E-05	0	6.17E-05	0.00000694	9.29E-05	0.00001034	5.99E-05	0	9.77E-05	0	1.72E-05	0	6.05E-05	0	5.14E-05	0	5.13E-05	0.00001076	7.62E-05	0	9.48E-05	0	6.41E-05	0	0.00011225	0	1.26E-05	0	7.64E-05	0	5.03E-05	0	2.53E-05	0	5.36E-05	0	6.27E-05	0	2.46E-05	0	3.76E-05	0	0	0	1.26E-05	0	1.15E-05	0
