	AM-AD-1	AM-AD-2	AM-F10-T1	AM-F10-T2	DA-AD-1	DA-AD-1T	DA-AD-2	DA-AD-3	DA-AD-3T	DA-AD-4	ES-AD-1	ES-AD-2	ES-AD-3	ES-AD-4	FR-AD-1	FR-AD-2	FR-AD-3	FR-AD-4	FR-AD-5	FR-AD-6	FR-AD-7	FR-AD-8	IT-AD-1	IT-AD-2	IT-AD-3	IT-AD-4	IT-AD-5	IT-AD-6	JP-AD-1	JP-AD-2	JP-AD-3	JP-AD-4	JP-AD-5	JP-AD-6	JP-AD-7	JP-AD-8	JP-AD-9	JP-IN-1	JP-IN-2	JP-IN-3	JP-IN-4
Cytophaga	0	0	4.02E-06	6.89E-06	8.42E-06	9.64E-06	2.23E-05	4.76E-05	2.77E-05	1.77E-05	8.94E-06	3.51E-05	1.69E-05	3.05E-05	0	5.29E-05	0	8.32E-06	2.31E-05	1.69E-05	2.57E-05	0	0	3.46E-05	8.57E-06	8.56E-06	3.39E-05	1.72E-05	0	0	1.26E-05	0	1.26E-05	0	0	7.53E-05	1.23E-05	0	0	0	0
Dechloromonas	0	0	0	0	0	0	4.45E-06	0	1.85E-06	8.85E-06	0	0	4.22E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0
Deferribacter	0	0	0	0	0	1.20E-06	1.34E-05	0	1.85E-06	1.33E-05	4.47E-06	4.38E-06	0	0	0	8.81E-06	0	0	7.71E-06	8.45E-06	0	0	0	0.000259495	0	0	0	8.62E-06	0	0	0	0	1.26E-05	0	0	1.25E-05	1.23E-05	0	0	0	1.15E-05
Dehalococcoides	7.76E-05	5.38E-05	0	6.89E-06	1.68E-05	1.45E-05	4.45E-06	3.46E-05	1.29E-05	1.77E-05	0	1.31E-05	8.45E-06	4.35E-06	7.99E-06	8.81E-05	0	1.66E-05	2.31E-05	4.22E-05	1.71E-05	8.88E-06	2.58E-05	1.73E-05	8.57E-06	0	5.92E-05	8.62E-06	0	1.25E-05	1.26E-05	1.27E-05	2.51E-05	3.79E-05	0	0	0	0	0	0	0
Dehalogenimonas	0	0	4.02E-06	6.89E-06	0	0	0	0	7.39E-06	0	1.79E-05	0	0	0	0	0	1.73E-05	8.32E-06	7.71E-06	0	8.55E-06	0	0	0	0	1.71E-05	0	0	1.28E-05	1.25E-05	1.26E-05	0	0	0	0	0	0	0	0	0	0
Deinococcus	1.55E-05	2.69E-05	2.01E-05	9.19E-06	8.42E-06	9.64E-06	8.01E-05	1.73E-05	2.40E-05	3.54E-05	0	0	2.96E-05	8.71E-06	3.99E-05	1.76E-05	1.73E-05	4.16E-05	3.85E-05	1.69E-05	3.42E-05	1.78E-05	1.72E-05	5.19E-05	2.57E-05	0	8.46E-06	8.62E-06	2.57E-05	6.24E-05	0	1.27E-05	0	1.26E-05	0	0	0	0	2.50E-05	0	0
Delftia	0	0	4.02E-06	0	0	1.20E-06	0	8.66E-06	3.69E-06	4.43E-06	0	4.38E-06	0	0	0	0	0	0	0	0	0	0	8.60E-06	0	0	0	0	0	0	0	0	0	0.00016337	0	0	0	0	0.000150551	0	0	0
Denitrovibrio	6.21E-05	2.69E-05	1.61E-05	2.30E-06	3.37E-05	2.05E-05	2.23E-05	0	3.69E-06	2.66E-05	8.94E-06	3.51E-05	0.000147794	2.18E-05	7.99E-06	5.29E-05	8.63E-06	4.16E-05	7.71E-06	4.22E-05	2.57E-05	7.11E-05	0	1.73E-05	5.14E-05	8.56E-06	8.46E-06	4.31E-05	3.85E-05	2.49E-05	0	1.27E-05	0	0	0	1.25E-05	1.23E-05	0	1.25E-05	0	0
Dermacoccus	0	0	0	0	0	1.20E-06	4.45E-06	0	3.69E-06	0	0	0	8.45E-06	8.71E-06	0	0	0	0	0	0	0	0	8.60E-06	0	0	0	0	0	0	0	2.51E-05	0	0	1.26E-05	0	0	0	3.76E-05	0	0.000352632	0
Desulfarculus	0	1.34E-05	4.02E-06	2.30E-06	0	3.61E-06	0	1.30E-05	0	4.43E-06	4.47E-06	4.38E-06	4.22E-06	1.31E-05	0	1.76E-05	8.63E-06	0	7.71E-06	0	0	8.88E-06	0	8.65E-06	8.57E-06	0	0	8.62E-06	0	0	1.26E-05	0	0	0	1.34E-05	0	0	0	0	0	0
Desulfatibacillum	4.65E-05	2.69E-05	8.04E-06	4.59E-06	3.79E-05	7.23E-06	4.45E-05	3.46E-05	1.29E-05	1.77E-05	8.94E-06	4.38E-06	0	8.71E-06	3.99E-05	4.41E-05	1.73E-05	1.66E-05	1.54E-05	8.45E-06	2.57E-05	8.88E-06	8.60E-06	3.46E-05	1.71E-05	1.71E-05	4.23E-05	8.62E-06	0	1.25E-05	1.26E-05	0	0	1.26E-05	1.34E-05	0	0	0	0	0	0
Desulfitobacterium	0.000667184	0.000699094	0.00033368	0.000128618	0.000370322	0.000172266	0.00040067	0.000701627	0.0002789	0.000473657	0.000214557	0.000311174	0.000143571	0.000578961	0.00064682	0.000493575	0.000310841	0.000457487	0.000601341	0.000396956	0.000427504	0.00050637	0.000369998	0.000467092	0.000342727	9.41E-05	0.001303439	0.00040505	0.000166737	0.000486418	0.000226216	0.000267478	0.000477543	0.000316024	0.000120702	0.00025096	0.000234077	2.51E-05	3.76E-05	0.000100752	5.75E-05
Desulfobacterium	3.10E-05	2.69E-05	4.02E-06	6.89E-06	1.68E-05	9.64E-06	4.45E-05	2.17E-05	2.40E-05	4.43E-06	8.94E-06	1.75E-05	1.27E-05	1.31E-05	7.99E-06	4.41E-05	1.73E-05	0	1.54E-05	8.45E-06	8.55E-06	0	1.72E-05	8.65E-06	1.71E-05	8.56E-06	1.69E-05	1.72E-05	0	1.25E-05	2.51E-05	2.55E-05	1.26E-05	0	0	1.25E-05	0	0	0	0	0
Desulfobulbus	0	0	0	2.30E-06	8.42E-06	7.23E-06	8.90E-06	3.46E-05	1.29E-05	8.85E-06	4.47E-06	4.38E-06	0	8.71E-06	0	8.81E-06	8.63E-06	8.32E-06	7.71E-06	0	0	0	8.60E-06	0	0	0	8.46E-06	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	0	0
Desulfococcus	1.55E-05	0	4.02E-06	0	2.95E-05	7.23E-06	2.67E-05	3.90E-05	1.66E-05	6.64E-05	0	2.19E-05	8.45E-06	2.61E-05	2.40E-05	5.29E-05	0	1.66E-05	3.08E-05	8.45E-06	0	2.67E-05	6.02E-05	0	0	8.56E-06	8.46E-06	8.62E-06	1.28E-05	2.49E-05	2.51E-05	8.92E-05	0	0	0	1.25E-05	0	0	0	0	0
Desulfohalobium	0	0	0	4.59E-06	0	2.41E-06	4.45E-06	0	3.69E-06	0	0	0	0	0	0	1.76E-05	8.63E-06	1.66E-05	7.71E-06	0	0	0	0	0	0	0	0	0	0	1.25E-05	0	0	0	1.26E-05	0	0	0	0	0	0	0
Desulfomicrobium	0	1.34E-05	0	2.30E-06	5.05E-05	9.64E-06	8.90E-06	8.66E-06	0	8.85E-06	0	4.38E-06	4.22E-06	4.35E-06	7.99E-06	0	0	8.32E-06	0	0	8.55E-06	0	0	8.65E-06	0	0	8.46E-06	0	0	0	0	1.27E-05	0	0	0	0	0	0	0	0	0
Desulfonatronospira	0	0	0	4.59E-06	4.21E-06	3.61E-06	4.45E-06	7.36E-05	5.73E-05	1.77E-05	4.47E-06	3.07E-05	0	1.31E-05	0	3.53E-05	1.73E-05	0	3.85E-05	0	8.55E-06	0	8.60E-06	0	0	1.71E-05	6.77E-05	0	2.57E-05	2.49E-05	0	0	0	0	0	1.25E-05	1.23E-05	0	0	0	2.30E-05
Desulfotalea	0	1.34E-05	4.02E-06	0	1.68E-05	6.02E-06	4.45E-06	4.33E-06	5.54E-06	0	0	1.75E-05	4.22E-06	8.71E-06	1.60E-05	8.81E-06	8.63E-06	8.32E-06	1.54E-05	0	0	8.88E-06	0	0	0	8.56E-06	0	8.62E-06	1.28E-05	0	3.77E-05	1.27E-05	0	0	0	2.51E-05	1.23E-05	0	0	0	0
Desulfotomaculum	0.000170675	0.000241994	6.43E-05	9.42E-05	0.000134663	6.75E-05	0.000258209	0.000138593	0.000118209	0.000252322	4.02E-05	0.000118334	8.87E-05	0.000100121	8.78E-05	0.000220346	0.000112248	0.000216267	0.000131062	0.00010135	9.41E-05	0.000159906	0.00020651	0.000138398	0.000111386	0.000111228	0.000355483	0.000129271	0.000128259	0.0002245	0.000125676	3.82E-05	0.000201071	8.85E-05	1.34E-05	0.000138028	7.39E-05	1.25E-05	2.50E-05	2.52E-05	3.45E-05
Desulfovibrio	7.76E-05	9.41E-05	7.24E-05	6.43E-05	0.002482841	0.000662561	0.003098511	0.002602949	0.000519013	0.006316898	0.000160918	0.002217664	0.000139349	0.000204595	0.00129364	0.002600081	0.002227691	0.000149723	0.004826151	0.002035456	0.001393663	0.003766679	0.013010145	0.000527641	0.00197068	0.00025668	0.002217539	0.003705778	0.000705427	0.00798224	0.000779188	0.005960948	0.000113102	0.000214896	0.00010729	0.00025096	0.000110878	5.02E-05	0	0	3.45E-05
Desulfurispirillum	0	0	4.02E-06	0	4.21E-06	6.02E-06	0	1.73E-05	7.39E-06	4.43E-06	0	0	4.22E-06	0	0	1.76E-05	0	0	2.31E-05	0	8.55E-06	8.88E-06	0	0	0	0	2.54E-05	8.62E-06	1.28E-05	3.74E-05	0	0	0	0	0	0	0	0	0	0	0
Desulfurivibrio	0	0	4.02E-06	0	8.42E-06	8.43E-06	4.45E-06	4.33E-06	0	0	0	3.51E-05	0	0	0	0	8.63E-06	8.32E-06	0	8.45E-06	0	0	0	0	0	0	8.46E-06	0	0	0	0	0	0	1.26E-05	0	0	0	0	0	0	0
Desulfurococcus	0	0	0	0	0	0	4.45E-06	2.17E-05	0	0	0	4.38E-06	0	4.35E-06	0	8.81E-06	0	8.32E-06	2.31E-05	1.69E-05	0	0	0	8.65E-06	8.57E-06	0	2.54E-05	8.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfuromonas	1.55E-05	0	0	2.30E-06	8.42E-06	1.20E-06	1.78E-05	4.33E-06	9.24E-06	4.43E-06	2.23E-05	4.38E-06	8.45E-06	4.35E-06	7.19E-05	1.76E-05	0	2.50E-05	0	8.45E-06	1.71E-05	3.55E-05	1.72E-05	1.73E-05	1.71E-05	8.56E-06	2.54E-05	0	0	1.25E-05	0	1.27E-05	0	1.26E-05	1.34E-05	0	0	0	0	0	0
Dethiobacter	0.000108611	2.69E-05	8.04E-06	6.89E-06	2.95E-05	1.20E-05	0.000102393	0.0001256	2.77E-05	3.54E-05	0	1.75E-05	4.22E-06	4.79E-05	3.19E-05	2.64E-05	0	6.65E-05	6.17E-05	8.45E-06	4.28E-05	8.88E-06	1.72E-05	0.000147047	8.57E-06	0	9.31E-05	4.31E-05	1.28E-05	0.000124722	7.54E-05	0	3.77E-05	1.26E-05	0	1.25E-05	4.93E-05	0	1.25E-05	0	0
Dethiosulfovibrio	0	1.34E-05	0	9.19E-06	1.26E-05	6.02E-06	4.45E-06	3.03E-05	1.66E-05	8.85E-06	1.79E-05	0	1.27E-05	1.31E-05	7.99E-06	1.76E-05	8.63E-06	0	1.54E-05	2.53E-05	2.57E-05	1.78E-05	2.58E-05	2.59E-05	2.57E-05	8.56E-06	8.46E-05	3.45E-05	1.28E-05	3.74E-05	1.26E-05	3.82E-05	1.26E-05	2.53E-05	0	0	0	1.25E-05	0	0	0
Dialister	0.010504267	0.004853325	0.002910658	6.20E-05	0.000319824	0.000151787	0.000427381	0.004157788	0.002571055	0.008207099	4.92E-05	0.000109568	8.87E-05	0.002633618	0.004447887	0.000193904	3.45E-05	0.002320707	0.000192738	0.005624952	0.017177106	5.33E-05	0.000335579	0.005907845	0.006734584	0.008752791	0.008819372	7.76E-05	0.000115433	0.006123874	0.000552972	0.002330884	0.006572499	0.000922789	0.00010729	8.78E-05	0.006849821	3.76E-05	0	0	0.001172212
Dichelobacter	0	0	0	4.59E-06	0	0	4.45E-06	0	1.85E-06	0	0	0	0	0	0	4.41E-05	8.63E-06	0	7.71E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-05
Dickeya	0	0	4.02E-06	4.59E-06	2.95E-05	3.25E-05	1.34E-05	8.66E-06	1.11E-05	0	4.47E-06	1.31E-05	0	0	1.60E-05	8.81E-06	0	1.66E-05	0	0	1.71E-05	8.88E-06	0	2.59E-05	3.43E-05	0	0	0	0	2.49E-05	0.000150811	1.27E-05	0	0	0	1.25E-05	0	0.001543152	0	0	2.30E-05
Dictyoglomus	3.10E-05	2.69E-05	4.02E-06	1.61E-05	1.68E-05	9.64E-06	3.56E-05	3.03E-05	3.51E-05	1.77E-05	4.47E-06	0	0	4.79E-05	0	1.76E-05	3.45E-05	2.50E-05	7.71E-06	2.53E-05	2.57E-05	2.67E-05	8.60E-06	1.73E-05	0	1.71E-05	2.54E-05	0	0	1.25E-05	1.26E-05	1.27E-05	2.51E-05	2.53E-05	0	0	0	0	0	0	0
Dietzia	0	0	4.02E-06	0	4.21E-06	0	0	0	1.85E-06	0	0	0	0	0	0	0	0	0	0	0	0	8.88E-06	8.60E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinoroseobacter	0	0	0	2.30E-06	0	0	0	0	0	7.53E-05	0	0	0	4.35E-06	0	0	0	0	0	0	0	0	0	1.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dokdonia	0	0	4.02E-06	2.30E-06	4.21E-06	4.82E-06	8.90E-06	2.17E-05	1.11E-05	1.33E-05	0	0	1.69E-05	2.61E-05	7.99E-06	8.81E-06	0	8.32E-06	1.54E-05	0	0	8.88E-06	0	0	0	3.42E-05	1.69E-05	0	0	0	0	1.27E-05	0	0	0	0	0	0	0	0	0
Dorea	0.005042669	0.02909306	0.014943254	0.008107543	0.002163017	0.003497118	0.001794109	0.000861875	0.002506409	0.002257616	0.002212617	0.002191368	0.004298696	0.002272312	0.003888907	0.001824464	0.00160601	0.009931626	0.005874643	0.010895178	0.01320132	0.014418208	0.000877668	0.000960133	0.004789609	0.006682239	0.001819736	0.002904296	0.001513461	0.005225872	0.001394998	0.001133599	0.001332093	0.001137685	0.006973875	0.003099355	0.003030676	3.76E-05	2.50E-05	0.001410526	0.00050566
Dyadobacter	0	1.34E-05	8.04E-06	1.38E-05	8.00E-05	3.01E-05	6.23E-05	0.000134262	8.31E-05	0.000106241	4.47E-05	3.51E-05	8.87E-05	0.000100121	7.99E-06	4.41E-05	0.000103614	6.65E-05	3.85E-05	3.38E-05	4.28E-05	8.88E-05	8.60E-05	4.32E-05	2.57E-05	5.99E-05	0.000143886	6.89E-05	5.13E-05	0	3.77E-05	1.27E-05	1.26E-05	7.58E-05	2.68E-05	6.27E-05	1.23E-05	0	0	0	1.15E-05
Edwardsiella	0	0	4.02E-06	4.59E-06	4.21E-06	1.20E-06	0	8.66E-06	7.39E-06	8.85E-06	0	0	8.45E-06	0	7.99E-06	8.81E-06	1.73E-05	8.32E-06	7.71E-06	3.38E-05	0	0	8.60E-06	6.92E-05	8.57E-06	8.56E-06	1.69E-05	0	0	0	3.77E-05	0	0	2.53E-05	0	2.51E-05	1.23E-05	0.000627297	0	1.26E-05	6.90E-05
Eggerthella	0.008161365	0.012825684	0.002227216	0.0026183	0.000972095	0.000225271	0.001718427	0.001849349	0.000295524	0.000779099	0.00201594	0.000556607	0.00168063	0.002533497	0.007610119	0.001366144	0.001329707	0.001289281	0.002320561	0.002930718	0.002838626	0.003233658	0.027767022	0.01066526	0.003607201	0.001334737	0.004832881	0.003542035	0.000808034	0.001983088	0.000703783	0.000343901	0.002186644	0.003425697	0.000576686	0.001794363	0.000529752	1.25E-05	0.001727981	0.010289284	0.001907717
Ehrlichia	1.55E-05	0	0	0	4.21E-06	3.61E-06	8.01E-05	0	0	4.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.57E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eikenella	0	0	0	0	0	0	0	0	5.54E-06	4.43E-06	0	0	0	4.35E-06	0	0	0	0	0	0	0	0	0	0	8.57E-06	0	9.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elusimicrobium	4.65E-05	0	0	4.59E-06	1.26E-05	2.05E-05	5.34E-05	8.66E-06	5.54E-06	6.20E-05	2.23E-05	8.77E-06	1.69E-05	2.18E-05	1.60E-05	3.53E-05	3.45E-05	1.66E-05	2.31E-05	1.69E-05	0	8.88E-06	0	0	2.57E-05	0	8.46E-06	0	1.28E-05	2.49E-05	0	0	1.26E-05	2.53E-05	0	0	0	0	0	0	0
Endoriftia	0	0	0	0	0	1.20E-06	8.90E-06	0	0	0	0	0	0	4.35E-06	0	0	0	8.32E-06	7.71E-06	0	0	1.78E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enhydrobacter	0	0	0	2.30E-06	0	1.20E-06	4.45E-06	0	0	0	4.47E-06	0	0	1.31E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-06	0	0	2.49E-05	0	0	0	0	0	0	0	0	0	0	0
Enterobacter	3.10E-05	0	8.04E-06	0	1.26E-05	0	4.45E-06	8.66E-06	1.66E-05	8.85E-06	8.94E-06	8.77E-06	4.22E-06	1.74E-05	1.60E-05	0	0	8.32E-06	7.71E-06	2.53E-05	0	8.88E-06	8.60E-06	0.000164347	0.000805408	0	0	8.62E-06	0	0.001247225	0.002626618	0.000318427	0.000188504	3.79E-05	0	0	1.23E-05	0.034564091	0	0	0.000884905
Enterococcus	0.00034135	0.000779759	0.000257296	0.000231972	0.000416612	0.000289118	0.000409573	0.000268524	0.00019209	0.000274455	0.000111748	0.000162161	0.000181576	0.000304716	0.000383301	0.000334926	0.000241765	0.00056562	0.00030838	0.002440858	0.000530105	0.000612974	0.000361393	0.000337344	0.00028275	0.000179676	0.000397803	0.000258543	0.000525864	0.000261917	0.000150811	0.000292953	0.000666047	0.000227537	0.000657154	0.000552112	0.000505113	0.000363833	0.02465503	0.012921426	0.006562087
Epulopiscium	7.76E-05	9.41E-05	8.44E-05	8.96E-05	2.95E-05	3.13E-05	0.000186979	0.000155917	5.36E-05	0.000101814	1.79E-05	7.01E-05	3.80E-05	0.00011318	7.19E-05	6.17E-05	9.50E-05	0.000149723	0.000146481	9.29E-05	7.70E-05	7.11E-05	0.000172092	0.000103798	9.42E-05	5.99E-05	0.000110031	9.48E-05	5.13E-05	0.000361695	3.77E-05	0.000165582	5.03E-05	8.85E-05	0	5.02E-05	8.62E-05	1.25E-05	1.25E-05	1.26E-05	0.00010343
Eremococcus	1.55E-05	0.000120997	4.02E-06	2.53E-05	1.68E-05	6.02E-06	4.45E-06	2.17E-05	7.39E-06	3.98E-05	8.94E-06	0	0	8.71E-06	7.99E-06	0	8.63E-06	5.82E-05	7.71E-06	8.45E-06	8.55E-06	8.88E-06	2.58E-05	0	6.00E-05	8.56E-06	8.46E-06	8.62E-06	1.28E-05	1.25E-05	0	2.55E-05	3.77E-05	1.26E-05	0	3.76E-05	6.16E-05	0	0	0	1.15E-05
Erwinia	0	0	0	0	4.21E-06	1.20E-06	0	0	3.69E-06	1.77E-05	8.94E-06	0	0	8.71E-06	0	8.81E-06	0	0	7.71E-06	1.69E-05	0	8.88E-06	8.60E-06	0.000121098	8.57E-06	8.56E-06	0	8.62E-06	0	3.74E-05	1.26E-05	1.27E-05	0	0	0	0	2.46E-05	0.000828033	0	0	4.60E-05
Erysipelothrix	6.21E-05	2.69E-05	6.83E-05	4.13E-05	4.63E-05	3.25E-05	0.000240402	3.46E-05	3.88E-05	0.000123948	8.94E-06	2.19E-05	8.45E-06	5.22E-05	4.79E-05	6.17E-05	3.45E-05	9.98E-05	0.000123352	4.22E-05	1.71E-05	7.11E-05	4.30E-05	7.78E-05	5.14E-05	1.71E-05	2.54E-05	8.62E-06	0	0.00011225	0.00010054	6.37E-05	0.000251338	1.26E-05	0	7.53E-05	2.46E-05	0	1.25E-05	0	2.30E-05
Erythrobacter	0	0	0	0	4.21E-06	1.20E-06	8.90E-06	0	3.69E-06	4.43E-06	0	4.38E-06	0	4.35E-06	0	0	0	0	0	0	0	0	0	0	8.57E-06	0	0	0	0	0	0	1.27E-05	0	0	0	0	0	0	0	0	0
Ethanoligenens	0.000651668	0.000483988	0.000192972	0.000215895	0.000138871	8.55E-05	0.000681138	0.000679972	0.000284441	0.000314296	4.92E-05	0.000184075	0.000156239	0.00047884	0.000263519	0.000370181	0.000172689	0.000341036	0.000524246	0.000261822	0.000316353	0.000426417	0.000739995	0.000527641	0.000317022	0.000102672	0.000702503	0.000517085	0.000166737	0.000710918	0.000552972	0.00052222	0.000728881	0.000240178	0	0.000351344	6.16E-05	3.76E-05	3.76E-05	2.52E-05	5.75E-05
Eubacterium	0.033048875	0.086243984	0.061996213	0.013158106	0.01329372	0.014466723	0.008454128	0.004647194	0.011122768	0.014386769	0.017128783	0.020620771	0.015839301	0.026079348	0.031342831	0.034426836	0.022164659	0.033737585	0.036234677	0.064315335	0.051368867	0.05694437	0.008509943	0.006193289	0.022294385	0.024085149	0.013686108	0.011643039	0.032052022	0.059068572	0.01236647	0.029180624	0.024304421	0.018645396	0.172509522	0.0381961	0.086497474	0.00105386	0.000137738	0.002543984	0.001896225
Exiguobacterium	4.65E-05	1.34E-05	2.41E-05	1.38E-05	4.21E-05	1.20E-05	5.79E-05	3.90E-05	4.06E-05	3.10E-05	0	2.19E-05	8.45E-06	2.61E-05	2.40E-05	2.64E-05	6.04E-05	1.66E-05	1.54E-05	0.00010135	1.71E-05	8.88E-06	8.60E-06	4.32E-05	0	1.71E-05	5.92E-05	8.62E-06	0	0.000137195	1.26E-05	5.09E-05	1.26E-05	1.26E-05	1.34E-05	0	2.46E-05	0	0	0	5.75E-05
Faecalibacterium	0.026283941	0.004221451	0.073574521	0.060765233	0.016466707	0.011849004	0.008044554	0.033019767	0.012679808	0.030880647	0.029742934	0.030911434	0.042497129	0.030819861	0.077107356	0.034532602	0.027543928	0.035110046	0.043890217	0.024712629	0.043725098	0.025700478	0.032843732	0.038171769	0.064449795	0.03112674	0.015971358	0.064359891	0.115587364	0.055239592	0.130099284	0.107449911	0.018661874	0.029289073	0.003942922	0.041057043	0.103868424	0.000840579	0.000162781	0.001146052	0.003551112
Ferrimonas	0	0	4.02E-06	2.30E-06	0	1.20E-06	2.67E-05	0	1.85E-06	8.85E-06	8.94E-06	4.38E-06	0	0	0	0	8.63E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.26E-05	0	0	0	0	1.25E-05	0	0	0
Ferroglobus	0	0	0	2.30E-06	4.21E-06	0	2.23E-05	0	3.69E-06	0	0	0	4.22E-06	1.31E-05	1.60E-05	0	0	0	7.71E-06	0	0	0	0	0	0	0	8.46E-06	0	1.28E-05	0	0	1.27E-05	0	0	0	0	0	0	0	0	0
Ferroplasma	0	1.34E-05	0	0	0	0	0	8.66E-06	3.69E-06	4.43E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.46E-06	8.62E-06	0	0	0	0	0	0	0	0	0	0	0	0	0
Fervidobacterium	3.10E-05	0	4.02E-06	2.30E-06	6.73E-05	1.57E-05	2.67E-05	0	1.48E-05	6.64E-05	0	1.31E-05	1.69E-05	1.31E-05	0	8.81E-06	0	8.32E-06	1.54E-05	8.45E-06	0	8.88E-06	0	0	1.71E-05	2.57E-05	0	1.72E-05	0	0	1.26E-05	0	3.77E-05	0	0	0	0	0	0	0	0
Fibrobacter	0.000232739	0.000174773	5.63E-05	4.36E-05	0.000172536	8.19E-05	5.34E-05	0.000199227	0.000160691	0.000309869	1.34E-05	0.000385681	0.000257584	6.96E-05	9.58E-05	0.000317298	7.77E-05	4.16E-05	0.00015419	9.29E-05	0.000119701	0.000115488	8.60E-05	5.19E-05	9.42E-05	7.70E-05	0.000363947	0.000241307	5.13E-05	9.98E-05	1.26E-05	5.09E-05	8.80E-05	0.000126409	2.68E-05	6.27E-05	4.93E-05	0	0	6.30E-05	4.60E-05
Finegoldia	7.76E-05	2.69E-05	3.22E-05	6.89E-05	4.63E-05	3.61E-05	6.23E-05	5.20E-05	6.46E-05	8.85E-05	8.94E-06	6.14E-05	2.96E-05	3.05E-05	6.39E-05	7.93E-05	6.04E-05	8.32E-05	9.25E-05	6.76E-05	8.55E-05	1.78E-05	8.60E-06	8.65E-06	8.57E-05	8.56E-06	0.000101567	3.45E-05	2.57E-05	7.48E-05	6.28E-05	1.27E-05	2.51E-05	1.26E-05	4.02E-05	5.02E-05	6.16E-05	1.25E-05	1.25E-05	0.000528947	2.30E-05
Flavobacterium	0	2.69E-05	8.04E-06	1.38E-05	0.000147287	8.43E-05	5.79E-05	0.000138593	0.000121903	0.000101814	5.36E-05	9.64E-05	9.29E-05	7.40E-05	0.000143738	0.000167463	0.000120882	4.16E-05	0.000100224	4.22E-05	0.000102601	8.00E-05	2.58E-05	6.05E-05	4.28E-05	3.42E-05	0.000160814	7.76E-05	1.28E-05	1.25E-05	3.77E-05	1.27E-05	2.51E-05	3.79E-05	0.00010729	2.51E-05	6.16E-05	0	0	1.26E-05	0
Francisella	0	0	4.02E-05	2.30E-06	2.95E-05	7.23E-06	2.67E-05	0	3.69E-06	1.33E-05	2.23E-05	2.19E-05	1.69E-05	8.71E-06	7.99E-06	0.000149835	0	1.66E-05	7.71E-06	4.22E-05	0	1.78E-05	0	0	1.71E-05	1.71E-05	0	2.59E-05	1.28E-05	0	0	0	0	0	0	2.51E-05	0	1.25E-05	0	0	0
Frankia	0	2.69E-05	1.21E-05	5.51E-05	2.10E-05	2.41E-06	0.000133557	5.20E-05	2.77E-05	5.31E-05	1.34E-05	2.19E-05	1.69E-05	5.66E-05	3.19E-05	1.76E-05	3.45E-05	5.82E-05	4.63E-05	4.22E-05	3.42E-05	1.78E-05	5.16E-05	3.46E-05	3.43E-05	8.56E-06	4.23E-05	1.72E-05	1.28E-05	4.99E-05	2.51E-05	2.55E-05	2.51E-05	1.26E-05	0	1.25E-05	0	0	0	6.30E-05	8.04E-05
Fulvimarina	0	0	0	0	0	3.61E-06	0	0	0	0	0	4.38E-06	0	0	0	0	0	8.32E-06	0	0	0	0	0	0	0	0	8.46E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium	0.000186191	0.000120997	6.03E-05	4.82E-05	0.000143079	9.52E-05	6.68E-05	8.66E-05	6.10E-05	0.000181495	4.92E-05	0.000100803	0.000135126	9.14E-05	0.000119782	0.000105766	0.000138151	0.000108133	0.000107933	0.000135134	4.28E-05	7.11E-05	8.60E-05	5.19E-05	6.85E-05	5.13E-05	0.000135422	8.62E-05	0.000179563	0.000349223	0.000125676	7.64E-05	5.03E-05	6.32E-05	0.000885146	3.76E-05	7.39E-05	3.76E-05	1.25E-05	1.26E-05	0.000218353
Gallionella	0	0	8.84E-05	0	4.21E-06	2.41E-06	4.45E-05	1.73E-05	1.66E-05	3.10E-05	4.02E-05	0.000153396	4.22E-06	1.31E-05	0	0.000149835	0	4.16E-05	0	8.45E-06	0	4.44E-05	0	0	0	0	2.54E-05	8.62E-06	1.28E-05	0	0	0	0	0	1.34E-05	0	2.46E-05	0	0	0	0
