2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
2	4.128182668	5.732648953	6.772545251	7.537531647	8.139085517	8.632502635	9.049278408	9.40905529	9.724896778	10.00591669	10.25871329	10.48820753	10.69816021	10.89150533	11.07057267	11.23724088	11.39304545	11.53925661	11.67693631	11.80698132	11.93015523	12.04711355	12.15842302	12.2645769	12.36600708	12.46309382	12.55617366	12.64554584
3	3.328158487	4.467378712	5.199003087	5.737573285	6.161998323	6.510950284	6.806375294	7.061935145	7.286705212	7.487014398	7.66744711	7.831427218	7.981577078	8.119948032	8.248173845	8.367575998	8.479237877	8.584058241	8.682790522	8.776072331	8.864447754	8.948384631	9.028288021	9.104510848	9.177362389	9.247115119	9.314010265	9.378262372
4	3.014892563	3.975595737	4.586269158	5.034799663	5.388261903	5.679074671	5.925505827	6.138886978	6.326732582	6.494279863	6.645322016	6.782692487	6.908562136	7.024629665	7.132248636	7.232514364	7.326325267	7.414427058	7.497445258	7.575909513	7.650272094	7.720922156	7.788196865	7.852390199	7.913759957	7.972533422	8.02891195	8.083074738
5	2.849708738	3.717111274	4.263592729	4.663827076	4.978951082	5.238195797	5.457929706	5.648267915	5.815903045	5.96549275	6.100407641	6.223164308	6.335690552	6.439494445	6.53577803	6.625514071	6.709500622	6.788400253	6.862768875	6.933077265	6.999727658	7.063066133	7.123392641	7.180968767	7.236023958	7.288760539	7.339357793	7.387975302
6	2.748071793	3.558371594	4.065117749	4.435191775	4.726219617	4.965529868	5.168345765	5.344042846	5.498810069	5.636947811	5.761564802	5.874980413	5.978970305	6.074923521	6.16394666	6.246935252	6.324623955	6.397622708	6.466443288	6.531519172	6.593220841	6.65186664	6.70773298	6.7610608	6.812061464	6.860921381	6.907805579	6.952861469
7	2.679338748	3.45116514	3.930902514	4.280326166	4.554763451	4.780289712	4.971369005	5.136882648	5.282681276	5.412823996	5.530241879	5.637119963	5.735130089	5.825579511	5.90950928	5.987761735	6.061027776	6.129880945	6.194802451	6.256199865	6.314421338	6.369766542	6.422495217	6.472833925	6.520981425	6.567113022	6.611384088	6.653932952
8	2.62979804	3.373969209	3.834155755	4.16854027	4.430837154	4.646238404	4.828670266	4.986662527	5.125824043	5.250040329	5.362114473	5.46413433	5.55769639	5.644048361	5.724183557	5.798905429	5.868872786	5.934632494	5.996643301	6.055293721	6.110915598	6.163794559	6.214178164	6.262282343	6.308296535	6.352387819	6.394704282	6.435377773
9	2.59241314	3.315758016	3.761137535	4.084074007	4.337090603	4.544726214	4.720507543	4.872702323	5.006738005	5.126370226	5.234305712	5.332558549	5.422668257	5.505837337	5.583022738	5.654998233	5.722398189	5.785749025	5.845492269	5.902001815	5.955596983	6.006552595	6.05510683	6.101467429	6.145816635	6.18831518	6.229105523	6.268314498
10	2.563207058	3.270308403	3.704084763	4.018011273	4.263697814	4.465181182	4.63568071	4.783261515	4.913210849	5.029183209	5.133809851	5.229047823	5.316392023	5.397009219	5.471827882	5.541598432	5.60693593	5.66835066	5.726270545	5.781057873	5.833022065	5.882429356	5.929510475	5.974466648	6.017474394	6.058689391	6.098249609	6.136277885
11	2.539764611	3.233845191	3.658283743	3.964932466	4.204679399	4.401164212	4.567362775	4.711179545	4.837789487	4.950767076	5.052683029	5.145448513	5.230522326	5.309042964	5.381915752	5.449872462	5.513512238	5.573332427	5.629749922	5.683117631	5.733736878	5.781866904	5.827732434	5.871529362	5.913429541	5.953584522	5.992128615	6.02918139
12	2.520535164	3.203946679	3.620708221	3.921354302	4.156188439	4.348529488	4.511155126	4.651839348	4.775667039	4.886144947	4.985796283	5.076494081	5.159667698	5.236432198	5.307673959	5.37410902	5.436323959	5.494805209	5.549960543	5.602135313	5.651623794	5.698679636	5.743522474	5.786343783	5.827311609	5.86657404	5.904262338	5.940493352
13	2.504477944	3.178988609	3.589326945	3.884936605	4.115638692	4.304486761	4.464095487	4.602130385	4.723600746	4.831959888	4.929688939	5.018629857	5.100187625	5.175457629	5.245310421	5.310449037	5.37144926	5.428788474	5.482866787	5.534022791	5.582545501	5.628683541	5.672652302	5.714639579	5.754810289	5.793309237	5.830265344	5.86579313
14	2.490868587	3.1578412	3.562726099	3.854049137	4.081226615	4.267089577	4.424115713	4.559879362	4.679326603	4.785864666	4.881940127	4.969368994	5.049534064	5.123515421	5.192169467	5.256189209	5.316140193	5.372492462	5.425639596	5.475914614	5.523601731	5.568945414	5.612157427	5.653422388	5.692902193	5.730739585	5.767061014	5.801979108
15	2.479187481	3.139694445	3.539891417	3.827521461	4.051656465	4.234938214	4.389727546	4.523522007	4.641212812	4.746168212	4.840805282	4.926916928	5.00586938	5.078727615	5.146336236	5.209378653	5.268413207	5.323903268	5.376236451	5.425741081	5.472697234	5.517345786	5.559895368	5.600527848	5.639402701	5.676660517	5.712425862	5.746809604
16	2.469052254	3.123952533	3.520076443	3.804491569	4.025973279	4.207000474	4.359833535	4.491903164	4.608054444	4.711621017	4.804994772	4.889948997	4.967834491	5.039703595	5.106391825	5.1685739	5.226800403	5.281529741	5.333144745	5.381969286	5.42827974	5.472314662	5.514278947	5.554352432	5.592692471	5.62943778	5.664711249	5.698622253
