2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
2	9.816340032	13.37986586	15.71821612	17.42509631	18.74348789	19.80102981	20.6738693	21.4109757	22.04541466	22.60030443	23.09225196	23.53345903	23.93306981	24.29806094	24.63384399	24.94468157	25.23397972	25.50449653	25.7584932	25.99784484	26.22412281	26.43865673	26.64258164	26.83687434	27.02238171	27.19984295	27.36990727	27.5331481
3	6.421523565	8.306061935	9.539942182	10.45708196	11.18443781	11.78510282	12.29516368	12.73723002	13.1264193	13.47334632	13.78575386	14.06946454	14.32896743	14.56779578	14.78877964	14.99421992	15.18601169	15.3657336	15.53471383	15.69407987	15.84479646	15.98769501	16.12349675	16.25283099	16.37624985	16.49424016	16.60723312	16.71561233
4	5.299052061	6.66754715	7.558387443	8.220832331	8.746990218	9.18229748	9.552720661	9.874534917	10.15861867	10.41259899	10.64202572	10.85105944	11.04289692	11.22004563	11.38450738	11.53790491	11.68157152	11.81661487	11.943966	12.06441412	12.17863406	12.28720726	12.39063817	12.48936722	12.58378116	12.67422144	12.76099099	12.84435977
5	4.758729641	5.885450218	6.613422433	7.153965511	7.583435204	7.939075174	8.242035225	8.50552322	8.738350447	8.946690318	9.13503559	9.30675697	9.464447317	9.610143263	9.74547319	9.871759111	9.990088665	10.10136717	10.20635599	10.30570137	10.39995636	10.48959781	10.57503966	10.65664343	10.73472667	10.80956975	10.88142138	10.95050317
6	4.444403281	5.432837382	6.066865347	6.536614577	6.909637005	7.218574069	7.481859347	7.710965516	7.91353065	8.094899613	8.258959378	8.408624922	8.546137985	8.673259185	8.791395967	8.901691005	9.005084321	9.102358343	9.194171087	9.281081074	9.363566315	9.442038982	9.516856904	9.588332653	9.656740825	9.722323914	9.785297097	9.84585216
7	4.239743765	5.139270887	5.712500554	6.136165094	6.472270033	6.750551273	6.987719568	7.194141644	7.376704188	7.540218169	7.688178983	7.82320581	7.947311848	8.062077636	8.168766508	8.268403949	8.3618336	8.449757711	8.532766952	8.611362719	8.685974343	8.756972021	8.824677252	8.889370957	8.951300002	9.010682457	9.067711889	9.122560876
8	4.096212254	4.933995573	5.464780436	5.856115397	6.166218136	6.422837259	6.641501841	6.8318173	7.000150856	7.15094431	7.287420702	7.411993238	7.526515659	7.632442668	7.730936864	7.822941217	7.909231858	7.990454649	8.067152816	8.139787525	8.208753563	8.274391446	8.336996885	8.396828289	8.454112752	8.509050898	8.561820817	8.612581199
9	3.990115778	4.782613891	5.282137991	5.6495656	5.940373975	6.180872904	6.38573457	6.564010956	6.721690912	6.86294621	6.990800592	7.107516091	7.214829169	7.314101789	7.406421796	7.49267176	7.57357747	7.649742919	7.721676038	7.789807986	7.85450783	7.91609388	7.974842558	8.030995405	8.084764692	8.136337945	8.185881631	8.233544179
10	3.908560252	4.666470076	5.142035804	5.491079179	5.767006374	5.995040905	6.189207046	6.358137428	6.507533841	6.641362743	6.762496034	6.873080371	6.974762517	7.068833395	7.156323653	7.238069155	7.314757085	7.386959167	7.45515611	7.519755896	7.581107712	7.639512693	7.695232325	7.748495084	7.799501755	7.848429707	7.895436392	7.940662201
